route_id,route_short_name,route_long_name,route_desc,route_type
91-21-I-j25-1,IC21,,IC,102
91-21-j25-1,S21,,S,109
91-21-Y-j25-1,IR,,IR,103
91-22-A-j25-1,S22,,S,109
91-22-B-j25-1,SN22,,SN,109
91-22-C-j25-1,S22,,S,109
91-22-D-j25-1,R22,,R,106
91-22-E-j25-1,R22,,R,106
91-22-j25-1,S22,,S,109
91-23-A-j25-1,S23,,S,109
91-23-B-j25-1,S23,,S,109
91-23-E-j25-1,R23,,R,106
91-23-j25-1,S23,,S,109
91-23-Y-j25-1,RE,,RE,106
91-24-A-j25-1,S24,,S,109
91-24-C-j25-1,S24,,S,109
91-24-D-j25-1,S24,,S,109
91-24-E-j25-1,S24,,S,109
91-24-F-j25-1,RE24,,RE,106
91-24-G-j25-1,R24,,R,106
91-24-H-j25-1,RE24,,RE,106
91-24-j25-1,S24,,S,109
91-25-A-j25-1,S25,,S,109
91-25-B-j25-1,S25,,S,109
91-25-C-j25-1,RE25,,RE,106
91-25-j25-1,S25,,S,109
91-26-A-j25-1,S26,,S,109
91-26-B-j25-1,S26,,S,109
91-26-C-j25-1,IR26,,IR,103
91-26-D-j25-1,IR26,,IR,103
91-26-E-j25-1,RE26,,RE,106
91-26-j25-1,S26,,S,109
91-26-Y-j25-1,SN,,SN,109
91-27-A-j25-1,IR27,,IR,103
91-27-B-j25-1,S27,,S,109
91-27-C-j25-1,27,,RB,106
91-27-H-j25-1,27,,RB,106
91-27-j25-1,S27,,S,109
91-28-j25-1,S28,,S,109
91-29-A-j25-1,S29,,S,109
91-29-B-j25-1,R29,,R,106
91-29-C-j25-1,RE29,,RE,106
91-29-j25-1,S29,,S,109
91-29-Y-j25-1,IC,,IC,102
91-2-A-j25-1,S2,,S,109
91-2A-Y-j25-1,EC,,EC,102
91-2-B-j25-1,S2,,S,109
91-2B-Y-j25-1,SN,,SN,109
91-2-C-j25-1,S2,,S,109
91-2C-Y-j25-1,EC,,EC,102
91-2-D-j25-1,2,,EXT,117
91-2D-Y-j25-1,R,,R,106
91-2-E-j25-1,S2,,S,109
91-2E-Y-j25-1,TGV,,TGV,101
91-2-F-j25-1,S2,,S,109
91-2-G-j25-1,IC2,,IC,102
91-2G-Y-j25-1,EC,,EC,102
91-2H-Y-j25-1,IC,,IC,102
91-2-I-j25-1,S2,,S,109
91-2I-Y-j25-1,TER,,TER,106
91-2-J-j25-1,R2,,R,106
91-2J-Y-j25-1,IC,,IC,102
91-2K-Y-j25-1,RE,,RE,106
91-2L-Y-j25-1,RE,,RE,106
91-2-M-j25-1,RE2,,RE,106
91-2-N-j25-1,S2,,S,109
91-2N-Y-j25-1,TGV,,TGV,101
91-2-O-j25-1,R2,,R,106
91-2O-Y-j25-1,EC,,EC,102
91-2P-Y-j25-1,NJ,,NJ,105
91-2Q-Y-j25-1,IR,,IR,103
91-2-R-j25-1,R2,,R,106
91-2-S-j25-1,RE2,,RE,106
91-2-T-j25-1,R2,,R,106
91-2-U-j25-1,RE2,,RE,106
91-2U-Y-j25-1,RE,,RE,106
91-2W-Y-j25-1,EC,,EC,102
91-2Z-Y-j25-1,NJ,,NJ,105
91-30-A-j25-1,S30,,S,109
91-30-B-j25-1,S30,,S,109
91-30-C-j25-1,S30,,S,109
91-30-H-j25-1,30,,RB,106
91-30-j25-1,S30,,S,109
91-30-J-j25-1,R30,,R,106
91-30-K-j25-1,30,,PE,107
91-30-L-j25-1,SN30,,SN,109
91-30-M-j25-1,RE30,,RE,106
91-30-Y-j25-1,IR,,IR,103
91-31-A-j25-1,S31,,S,109
91-31-B-j25-1,31,,RB,106
91-31-C-j25-1,R31,,R,106
91-31-j25-1,S31,,S,109
91-31-Y-j25-1,RE,,RE,106
91-32-j25-1,R32,,R,106
91-32-Y-j25-1,NJ,,NJ,105
91-33-C-j25-1,RE33,,RE,106
91-33-j25-1,S33,,S,109
91-34-j25-1,R34,,R,106
91-34-Y-j25-1,S,,S,109
91-35-A-j25-1,IR35,,IR,103
91-35-B-j25-1,IR35,,IR,103
91-35-C-j25-1,RE35,,RE,106
91-35-D-j25-1,IR35,,IR,103
91-35-E-j25-1,R35,,R,106
91-35-F-j25-1,S35,,S,109
91-35-G-j25-1,RE35,,RE,106
91-35-H-j25-1,RE35,,RE,106
91-35-j25-1,S35,,S,109
91-35-Y-j25-1,IR,,IR,103
91-36-A-j25-1,IR36,,IR,103
91-36-B-j25-1,S36,,S,109
91-36-C-j25-1,R36,,R,106
91-36-D-j25-1,S36,,S,109
91-36-E-j25-1,RE36,,RE,106
91-36-j25-1,S36,,S,109
91-36-Y-j25-1,NJ,,NJ,105
91-37-B-j25-1,37,,RB,106
91-37-C-j25-1,S37,,S,109
91-37-D-j25-1,R37,,R,106
91-37-E-j25-1,RE37,,RE,106
91-37-j25-1,IR37,,IR,103
91-37-Y-j25-1,TGV,,TGV,101
91-38-A-j25-1,R38,,R,106
91-38-B-j25-1,RE38,,RE,106
91-38-C-j25-1,38,,EXT,117
91-38-j25-1,IR38,,IR,103
91-38-Y-j25-1,TER,,TER,106
91-3-B-j25-1,S3,,S,109
91-3-C-j25-1,IC3,,IC,102
91-3-D-j25-1,S3,,S,109
91-3-E-j25-1,S3,,S,109
91-3E-Y-j25-1,EC,,EC,102
91-3-F-j25-1,S3,,S,109
91-3F-Y-j25-1,S,,S,109
91-3-G-j25-1,S3,,S,109
91-3-H-j25-1,S3,,S,109
91-3H-Y-j25-1,S,,S,109
91-3-I-j25-1,SN3,,SN,109
91-3I-Y-j25-1,EC,,EC,102
91-3J-Y-j25-1,EXT,,EXT,117
91-3K-Y-j25-1,ICE,,ICE,102
91-3-M-j25-1,RE3,,RE,106
91-3M-Y-j25-1,IR,,IR,103
91-3-N-j25-1,RE3,,RE,106
91-3N-Y-j25-1,SN,,SN,109
91-3-O-j25-1,3,,RB,106
91-3Q-Y-j25-1,S,,S,109
91-3R-Y-j25-1,EC,,EC,102
91-3S-Y-j25-1,IC,,IC,102
91-3-T-j25-1,R3,,R,106
91-3-U-j25-1,RE3,,RE,106
91-3U-Y-j25-1,IR,,IR,103
91-3-V-j25-1,3,,EXT,117
91-3W-Y-j25-1,IC,,IC,102
91-3Y-Y-j25-1,EXT,,EXT,117
91-40-A-j25-1,S40,,S,109
91-40-B-j25-1,R40,,R,106
91-40-C-j25-1,S40,,S,109
91-40-j25-1,S40,,S,109
91-41-A-j25-1,S41,,S,109
91-41-B-j25-1,RE41,,RE,106
91-41-C-j25-1,SN41,,SN,109
91-41-D-j25-1,S41,,S,109
91-41-E-j25-1,R41,,R,106
91-41F-j25-1,041F,,TGV,101
91-41-F-j25-1,S41,,S,109
91-41G-j25-1,041G,,TGV,101
91-41-j25-1,S41,,S,109
91-41-Y-j25-1,SN,,SN,109
91-42-A-j25-1,RE42,,RE,106
91-42-B-j25-1,42,,RB,106
91-42-C-j25-1,S42,,S,109
91-42-E-j25-1,R42,,R,106
91-42-F-j25-1,S42,,S,109
91-42-j25-1,S42,,S,109
91-42-Y-j25-1,IC,,IC,102
91-43-A-j25-1,S43,,S,109
91-43-j25-1,R43,,R,106
91-43-Y-j25-1,IC,,IC,102
91-44-A-j25-1,S44,,S,109
91-44-B-j25-1,R44,,R,106
91-44-C-j25-1,S44,,S,109
91-44-j25-1,S44,,S,109
91-45-A-j25-1,S45,,S,109
91-45-j25-1,R45,,R,106
91-45-Y-j25-1,RE,,RE,106
91-46-B-j25-1,R46,,R,106
91-46-C-j25-1,IR46,,IR,103
91-46-D-j25-1,S46,,S,109
91-46-j25-1,IR46,,IR,103
91-47-Y-j25-1,S,,S,109
91-48-j25-1,RE48,,RE,106
91-49-Y-j25-1,SN,,SN,109
91-4-A-j25-1,S4,,S,109
91-4B-Y-j25-1,IC,,IC,102
91-4-C-j25-1,S4,,S,109
91-4C-Y-j25-1,IR,,IR,103
91-4-D-j25-1,S4,,S,109
91-4E-Y-j25-1,IC,,IC,102
91-4F-Y-j25-1,S,,S,109
91-4-G-j25-1,SN4,,SN,109
91-4H-Y-j25-1,S,,S,109
91-4-j25-1,S4,,S,109
91-4J-Y-j25-1,R,,R,106
91-4K-Y-j25-1,S,,S,109
91-4-L-j25-1,R4,,R,106
91-4L-Y-j25-1,RE,,RE,106
91-4-M-j25-1,RE4,,RE,106
91-4-N-j25-1,RE4,,RE,106
91-4N-Y-j25-1,RE,,RE,106
91-4-O-j25-1,R4,,R,106
91-4O-Y-j25-1,S,,S,109
91-4P-Y-j25-1,SN,,SN,109
91-4R-Y-j25-1,IC,,IC,102
91-4S-Y-j25-1,EXT,,EXT,117
91-4T-Y-j25-1,EXT,,EXT,117
91-4U-Y-j25-1,IR,,IR,103
91-4X-Y-j25-1,S,,S,109
91-4Z-Y-j25-1,R,,R,106
91-50-A-j25-1,S50,,S,109
91-50-C-j25-1,RE50,,RE,106
91-50-F-j25-1,S50,,S,109
91-50-j25-1,S50,,S,109
91-50-Y-j25-1,S,,S,109
91-51-A-j25-1,S51,,S,109
91-51-B-j25-1,IC51,,IC,102
91-51-C-j25-1,R51,,R,106
91-51-j25-1,S51,,S,109
91-51-Y-j25-1,R,,R,106
91-52-j25-1,S52,,S,109
91-52-Y-j25-1,S,,S,109
91-53-j25-1,53,,RB,106
91-53-Y-j25-1,R,,R,106
91-54-Y-j25-1,RE,,RE,106
91-555-C-j25-1,IC555C,,IC,102
91-55-A-j25-1,RE55,,RE,106
91-55-B-j25-1,55,,RB,106
91-55-D-j25-1,R55,,R,106
91-55-j25-1,S55,,S,109
91-55-Y-j25-1,RE,,RE,106
91-56-A-j25-1,R56,,R,106
91-56-B-j25-1,RE56,,RE,106
91-56-Y-j25-1,R,,R,106
91-57-A-j25-1,IR57,,IR,103
91-57-j25-1,R57,,R,106
91-57-Y-j25-1,RE,,RE,106
91-58-Y-j25-1,R,,R,106
91-59-Y-j25-1,R,,R,106
91-5-A-j25-1,IC5,,IC,102
91-5A-Y-j25-1,R,,R,106
91-5B-j25-1,005B,,TGV,101
91-5-B-j25-1,S5,,S,109
91-5B-Y-j25-1,R,,R,106
91-5-C-j25-1,S5,,S,109
91-5C-Y-j25-1,EXT,,EXT,117
91-5-D-j25-1,S5,,S,109
91-5D-Y-j25-1,SN,,SN,109
91-5F-Y-j25-1,IC,,IC,102
91-5-G-j25-1,SN5,,SN,109
91-5G-Y-j25-1,EXT,,EXT,117
91-5-I-j25-1,R5,,R,106
91-5I-Y-j25-1,S,,S,109
91-5-j25-1,S5,,S,109
91-5-K-j25-1,S5,,S,109
91-5L-Y-j25-1,EXT,,EXT,117
91-5M-Y-j25-1,RE,,RE,106
91-5-O-j25-1,RE5,,RE,106
91-5O-Y-j25-1,S,,S,109
91-5P-Y-j25-1,IC,,IC,102
91-5R-Y-j25-1,EXT,,EXT,117
91-5S-Y-j25-1,IR,,IR,103
91-5T-Y-j25-1,EXT,,EXT,117
91-5U-Y-j25-1,EXT,,EXT,117
91-5V-Y-j25-1,EXT,,EXT,117
91-5W-Y-j25-1,EXT,,EXT,117
91-5X-Y-j25-1,S,,S,109
91-5-Y-j25-1,R,,R,106
91-5Y-Y-j25-1,IR,,IR,103
91-5Z-Y-j25-1,S,,S,109
91-601-A-j25-1,601A,,TGV,101
91-601-B-j25-1,601B,,TGV,101
91-60-A-j25-1,S60,,S,109
91-60-Y-j25-1,EXT,,EXT,117
91-611-A-j25-1,611A,,TGV,101
91-611-B-j25-1,611B,,TGV,101
91-612-B-j25-1,612B,,TGV,101
91-612-E-j25-1,612E,,TGV,101
91-61A-j25-1,061A,,TGV,101
91-61-A-j25-1,IC61,,IC,102
91-61B-j25-1,061B,,TGV,101
91-61C-j25-1,061C,,TGV,101
91-61-C-j25-1,61,,ICE,102
91-61-j25-1,R61,,R,106
91-61-Y-j25-1,RE,,RE,106
91-621-A-j25-1,621A,,TGV,101
91-621-B-j25-1,621B,,TGV,101
91-621-F-j25-1,621F,,TGV,101
91-621-G-j25-1,621G,,TGV,101
91-621-H-j25-1,621H,,TGV,101
91-621-I-j25-1,621I,,TGV,101
91-622-E-j25-1,622E,,TGV,101
91-62-B-j25-1,S62,,S,109
91-62-C-j25-1,S62,,S,109
91-62-j25-1,R62,,R,106
91-62-Y-j25-1,IC,,IC,102
91-631-C-j25-1,631C,,TGV,101
91-631-D-j25-1,631D,,TGV,101
91-63-Y-j25-1,RE,,RE,106
91-641-A-j25-1,641A,,TGV,101
91-64-A-j25-1,S64,,S,109
91-65-A-j25-1,S65,,S,109
91-65-B-j25-1,SN65,,SN,109
91-65-j25-1,IR65,,IR,103
91-661-A-j25-1,661A,,ICE,102
91-66-A-j25-1,IR66,,IR,103
91-66-j25-1,R66,,R,106
91-66-Y-j25-1,NJ,,NJ,105
91-67-Y-j25-1,EXT,,EXT,117
91-68-Y-j25-1,EXT,,EXT,117
91-69-Y-j25-1,EXT,,EXT,117
91-6A-Y-j25-1,EXT,,EXT,117
91-6-B-j25-1,S6,,S,109
91-6B-Y-j25-1,S,,S,109
91-6C-Y-j25-1,S,,S,109
91-6-D-j25-1,S6,,S,109
91-6D-Y-j25-1,EXT,,EXT,117
91-6-E-j25-1,S6,,S,109
91-6E-Y-j25-1,EXT,,EXT,117
91-6-F-j25-1,S6,,S,109
91-6F-Y-j25-1,EXT,,EXT,117
91-6-G-j25-1,S6,,S,109
91-6G-Y-j25-1,EXT,,EXT,117
91-6-H-j25-1,IC6,,IC,102
91-6H-Y-j25-1,EXT,,EXT,117
91-6-I-j25-1,SN6,,SN,109
91-6I-Y-j25-1,EXT,,EXT,117
91-6-J-j25-1,SN6,,SN,109
91-6-M-j25-1,S6,,S,109
91-6-N-j25-1,RE6,,RE,106
91-6-O-j25-1,S6,,S,109
91-6-Q-j25-1,6,,RB,106
91-6-R-j25-1,S6,,S,109
91-6-V-j25-1,RE6,,RE,106
91-6-W-j25-1,RE6,,RE,106
91-6-X-j25-1,RE6,,RE,106
91-6-Z-j25-1,SN6,,SN,109
91-6Z-Y-j25-1,R,,R,106
91-70-A-j25-1,IR70,,IR,103
91-70-B-j25-1,R70,,R,106
91-70-C-j25-1,R70,,R,106
91-70-j25-1,R70,,R,106
91-71A-j25-1,071A,,TGV,101
91-71-A-j25-1,R71,,R,106
91-71B-j25-1,071B,,TGV,101
91-71-B-j25-1,SN71,,SN,109
91-71-j25-1,R71,,R,106
91-722-A-j25-1,IC722A,,IC,102
91-723-A-j25-1,IC723A,,IC,102
91-72-A-j25-1,72,,PE,107
91-72-B-j25-1,SN72,,SN,109
91-72-j25-1,R72,,R,106
91-73-j25-1,RE73,,RE,106
91-74-j25-1,R74,,R,106
91-75-A-j25-1,IR75,,IR,103
91-75-B-j25-1,RE75,,RE,106
91-75-C-j25-1,RE75,,RE,106
91-75-j25-1,IR75,,IR,103
91-770-A-j25-1,IC770A,,IC,102
91-77-j25-1,S77,,S,109
91-7-A-j25-1,S7,,S,109
91-7-B-j25-1,S7,,S,109
91-7-C-j25-1,S7,,S,109
91-7-D-j25-1,S7,,S,109
91-7-E-j25-1,7,,EXT,117
91-7-F-j25-1,SN7,,SN,109
91-7-H-j25-1,RE7,,RE,106
91-7-J-j25-1,RE7,,RE,106
91-7-L-j25-1,RE7,,RE,106
91-7-M-j25-1,RE7,,RE,106
91-7-N-j25-1,R7,,R,106
91-7-O-j25-1,R7,,R,106
91-7X-Y-j25-1,R,,R,106
91-801-A-j25-1,801A,,TGV,101
91-801-B-j25-1,801B,,TGV,101
91-803-A-j25-1,803A,,TGV,101
91-803-B-j25-1,803B,,TGV,101
91-805-A-j25-1,805A,,TGV,101
91-805-B-j25-1,805B,,TGV,101
91-807-A-j25-1,807A,,TGV,101
91-807-B-j25-1,807B,,TGV,101
91-80-j25-1,RE80,,RE,106
91-81A-j25-1,081A,,TGV,101
91-81-A-j25-1,IC81,,IC,102
91-81B-j25-1,081B,,TGV,101
91-81-B-j25-1,R81,,R,106
91-81C-j25-1,081C,,TGV,101
91-81-C-j25-1,S81,,S,109
91-81-D-j25-1,R81,,R,106
91-81G-j25-1,081G,,TGV,101
91-82-A-j25-1,R82,,R,106
91-82-j25-1,S82,,S,109
91-83-Y-j25-1,R,,R,106
91-8-B-j25-1,S8,,S,109
91-8-C-j25-1,S8,,S,109
91-8-E-j25-1,IC8,,IC,102
91-8-F-j25-1,SN8,,SN,109
91-8I-Y-j25-1,PE,,PE,107
91-8-J-j25-1,R8,,R,106
91-8-K-j25-1,RE8,,RE,106
91-8K-Y-j25-1,RE,,RE,106
91-8-L-j25-1,RE8,,RE,106
91-8-N-j25-1,RE8,,RE,106
91-8P-Y-j25-1,RE,,RE,106
91-90-A-j25-1,S90,,S,109
91-90-j25-1,IR90,,IR,103
91-91-A-j25-1,R91,,R,106
91-91-j25-1,R91,,R,106
91-95-j25-1,IR95,,IR,103
91-99-j25-1,S99,,S,109
91-9-A-j25-1,S9,,S,109
91-9-B-j25-1,S9,,S,109
91-9-D-j25-1,S9,,S,109
91-9-E-j25-1,S9,,S,109
91-9-F-j25-1,S9,,S,109
91-9-G-j25-1,SN9,,SN,109
91-9-J-j25-1,9,,EXT,117
91-9-K-j25-1,R9,,R,106
91-9-L-j25-1,RE9,,RE,106
91-9-M-j25-1,RE9,,RE,106
91-9-N-j25-1,RE9,,RE,106
91-9T-Y-j25-1,EXT,,EXT,117
91-9U-Y-j25-1,EXT,,EXT,117
91-9W-Y-j25-1,S,,S,109
91-9-Y-j25-1,EXT,,EXT,117
91-9Y-Y-j25-1,EXT,,EXT,117
91-9Z-Y-j25-1,EXT,,EXT,117
91-A0-Y-j25-1,S,,S,109
91-A6-Y-j25-1,EXT,,EXT,117
91-A7-Y-j25-1,EXT,,EXT,117
91-AG-Y-j25-1,S,,S,109
91-AI-Y-j25-1,EXT,,EXT,117
91-AK-Y-j25-1,EXT,,EXT,117
91-AL-Y-j25-1,EXT,,EXT,117
91-AP-Y-j25-1,EXT,,EXT,117
91-AR-Y-j25-1,EXT,,EXT,117
91-AS-Y-j25-1,EXT,,EXT,117
91-AW-Y-j25-1,EXT,,EXT,117
91-AZ-Y-j25-1,EXT,,EXT,117
91-BB-Y-j25-1,EXT,,EXT,117
91-BC-Y-j25-1,EXT,,EXT,117
91-BEX-j25-1,BEX,,PE,107
91-BJ-Y-j25-1,EXT,,EXT,117
91-BK-Y-j25-1,EXT,,EXT,117
91-BL-Y-j25-1,EXT,,EXT,117
91-BM-Y-j25-1,EXT,,EXT,117
91-BN-Y-j25-1,EXT,,EXT,117
91-BO-Y-j25-1,EXT,,EXT,117
91-BQ-Y-j25-1,EXT,,EXT,117
91-BS-Y-j25-1,EXT,,EXT,117
91-C10-A-j25-1,C10,,TER,106
91-C10-j25-1,C10,,TER,106
91-C11-A-j25-1,C11,,TER,106
91-C11-j25-1,C11,,TER,106
91-C12-A-j25-1,C12,,TER,106
91-C12-j25-1,C12,,TER,106
91-C13-A-j25-1,C13,,TER,106
91-C13-j25-1,C13,,TER,106
91-C15-j25-1,C15,,TER,106
91-C18-j25-1,C18,,TER,106
91-C19-j25-1,C19,,TER,106
91-C1-A-j25-1,C1,,TER,106
91-C1-j25-1,C1,,TER,106
91-C20-+-j25-1,C20+,,TER,106
91-C20-j25-1,C20,,TER,106
91-C21-j25-1,C21,,TER,106
91-C22-A-j25-1,C22,,TER,106
91-C22-j25-1,C22,,TER,106
91-C23-+-j25-1,C23+,,TER,106
91-C23-B-j25-1,C23,,TER,106
91-C23-j25-1,C23,,TER,106
91-C24-+-j25-1,C24+,,TER,106
91-C24-A-j25-1,C24,,TER,106
91-C24-j25-1,C24,,TER,106
91-C25-j25-1,C25,,TER,106
91-C26-j25-1,C26,,TER,106
91-C28-j25-1,C28,,TER,106
91-C29-j25-1,C29,,TER,106
91-C2-j25-1,C2,,TER,106
91-C30-+-j25-1,C30+,,TER,106
91-C30-j25-1,C30,,TER,106
91-C31-j25-1,C31,,TER,106
91-C33-A-j25-1,C33,,TER,106
91-C33-j25-1,C33,,TER,106
91-C35-+-j25-1,C35+,,TER,106
91-C35-j25-1,C35,,TER,106
91-C36-+-j25-1,C36+,,TER,106
91-C36-j25-1,C36,,TER,106
91-C37-+-j25-1,C37+,,TER,106
91-C37-j25-1,C37,,TER,106
91-C38-j25-1,C38,,TER,106
91-C3-j25-1,C3,,TER,106
91-C40-+-j25-1,C40+,,TER,106
91-C40-A-j25-1,C40,,TER,106
91-C40-j25-1,C40,,TER,106
91-C41-j25-1,C41,,TER,106
91-C42-+-j25-1,C42+,,TER,106
91-C42-j25-1,C42,,TER,106
91-C43-+-j25-1,C43+,,TER,106
91-C43-A-j25-1,C43,,TER,106
91-C43-j25-1,C43,,TER,106
91-C44-j25-1,C44,,TER,106
91-C46-+-j25-1,C46+,,TER,106
91-C46-j25-1,C46,,TER,106
91-C50-+-j25-1,C50+,,TER,106
91-C50-j25-1,C50,,TER,106
91-C52-j25-1,C52,,TER,106
91-C53-j25-1,C53,,TER,106
91-C5-j25-1,C5,,TER,106
91-C6-j25-1,C6,,TER,106
91-C70-+-j25-1,C70+,,TER,106
91-C70-B-j25-1,C70+,,TER,106
91-C70-j25-1,C70,,TER,106
91-C71-+-j25-1,C71+,,TER,106
91-C71-A-j25-1,C71,,TER,106
91-C71-j25-1,C71,,TER,106
91-C72-+-j25-1,C72+,,TER,106
91-C72-j25-1,C72,,TER,106
91-C73-j25-1,C73,,TER,106
91-C76-j25-1,C76,,TER,106
91-C7-j25-1,C7,,TER,106
91-C7-Y-j25-1,EXT,,EXT,117
91-C8-Y-j25-1,EXT,,EXT,117
91-C9-j25-1,C9,,TER,106
91-C9-Y-j25-1,EXT,,EXT,117
91-CB-Y-j25-1,IC,,IC,102
91-CE-Y-j25-1,EXT,,EXT,117
91-CH-Y-j25-1,S,,S,109
91-C-Y-j25-1,EXT,,EXT,117
91-D3-Y-j25-1,EXT,,EXT,117
91-ED-Y-j25-1,TER,,TER,106
91-EV-Y-j25-1,EXT,,EXT,117
91-EXT-3-j25-1,EXT3,,EXT,117
91-EXT-C-j25-1,EXT,,EXT,117
91-EXT-D-j25-1,EXT1,,EXT,117
91-EXT-j25-1,EXT,,EXT,117
91-E-Y-j25-1,RB,,RB,106
91-FH-Y-j25-1,R,,R,106
91-FI-Y-j25-1,EXT,,EXT,117
91-FJ-Y-j25-1,RE,,RE,106
91-FL-Y-j25-1,R,,R,106
91-FN-Y-j25-1,RE,,RE,106
91-FO-Y-j25-1,RE,,RE,106
91-FP-Y-j25-1,EXT,,EXT,117
91-FT-Y-j25-1,EXT,,EXT,117
91-FW-Y-j25-1,S,,S,109
91-F-Y-j25-1,EXT,,EXT,117
91-GEX-A-j25-1,GEX,,PE,107
91-GEX-B-j25-1,GEX,,PE,107
91-GEX-j25-1,GEX,,PE,107
91-GPX-A-j25-1,GPX,,PE,107
91-GPX-j25-1,GPX,,PE,107
91-I-Y-j25-1,EXT,,EXT,117
91-K1+-j25-1,K1+,,TER,106
91-K11-j25-1,K11,,TER,106
91-K13-j25-1,K13,,TER,106
91-K14-j25-1,K14,,TER,106
91-K16-j25-1,K16,,TER,106
91-K1-j25-1,K1,,TER,106
91-K2+-j25-1,K2+,,TER,106
91-K20-0-j25-1,K200,,TER,106
91-K21-j25-1,K21,,TER,106
91-K23-j25-1,K23,,TER,106
91-K24-j25-1,K24,,TER,106
91-K2-A-j25-1,K2,,TER,106
91-K2-j25-1,K2,,TER,106
91-K31-A-j25-1,K31,,TER,106
91-K31-j25-1,K31,,TER,106
91-K32-j25-1,K32,,TER,106
91-K33-j25-1,K33,,TER,106
91-K3-j25-1,K3,,TER,106
91-K41-j25-1,K41,,TER,106
91-K43-j25-1,K43,,TER,106
91-K44-j25-1,K44,,TER,106
91-K45-j25-1,K45,,TER,106
91-K4-A-j25-1,K4,,TER,106
91-K4-j25-1,K4,,TER,106
91-K5+-j25-1,K5+,,TER,106
91-K54-j25-1,K54,,TER,106
91-K5-j25-1,K5,,TER,106
91-K61-j25-1,K61,,TER,106
91-K64-j25-1,K64,,TER,106
91-K6-A-j25-1,K6,,TER,106
91-K6-B-j25-1,K6,,TER,106
