trip_id,station_seq_id
1.TA.91-15-B-j25-1.1.H,0
1004.TA.91-15-B-j25-1.361.R,0
2.TA.91-15-B-j25-1.1.H,0
3.TA.91-15-B-j25-1.1.H,0
373.TA.91-15-B-j25-1.143.H,0
696.TA.91-15-B-j25-1.216.R,0
697.TA.91-15-B-j25-1.216.R,0
10.TA.91-1-D-j25-1.6.H,0
1000.TA.91-1-D-j25-1.351.R,0
1001.TA.91-1-D-j25-1.351.R,0
1002.TA.91-1-D-j25-1.351.R,0
1003.TA.91-1-D-j25-1.352.R,0
1004.TA.91-1-D-j25-1.353.R,0
1005.TA.91-1-D-j25-1.354.R,0
1006.TA.91-1-D-j25-1.354.R,0
1007.TA.91-1-D-j25-1.355.R,0
1008.TA.91-1-D-j25-1.356.R,0
1009.TA.91-1-D-j25-1.356.R,0
1010.TA.91-1-D-j25-1.357.R,0
1011.TA.91-1-D-j25-1.358.R,0
1012.TA.91-1-D-j25-1.359.R,0
1013.TA.91-1-D-j25-1.360.R,0
1014.TA.91-1-D-j25-1.360.R,0
1015.TA.91-1-D-j25-1.360.R,0
1016.TA.91-1-D-j25-1.361.R,0
1017.TA.91-1-D-j25-1.361.R,0
1018.TA.91-1-D-j25-1.361.R,0
1019.TA.91-1-D-j25-1.362.R,0
1020.TA.91-1-D-j25-1.363.R,0
1021.TA.91-1-D-j25-1.363.R,0
1022.TA.91-1-D-j25-1.364.R,0
1023.TA.91-1-D-j25-1.365.R,0
1024.TA.91-1-D-j25-1.365.R,0
1025.TA.91-1-D-j25-1.365.R,0
1026.TA.91-1-D-j25-1.366.R,0
1027.TA.91-1-D-j25-1.367.R,0
1028.TA.91-1-D-j25-1.368.R,0
1029.TA.91-1-D-j25-1.369.R,0
1030.TA.91-1-D-j25-1.369.R,0
1031.TA.91-1-D-j25-1.369.R,0
1032.TA.91-1-D-j25-1.369.R,0
1033.TA.91-1-D-j25-1.369.R,0
1034.TA.91-1-D-j25-1.369.R,0
1035.TA.91-1-D-j25-1.369.R,0
1036.TA.91-1-D-j25-1.369.R,0
1037.TA.91-1-D-j25-1.370.R,0
1038.TA.91-1-D-j25-1.370.R,0
1039.TA.91-1-D-j25-1.370.R,0
1040.TA.91-1-D-j25-1.371.R,0
1041.TA.91-1-D-j25-1.372.R,0
1042.TA.91-1-D-j25-1.373.R,0
1043.TA.91-1-D-j25-1.374.R,0
1044.TA.91-1-D-j25-1.375.R,0
1045.TA.91-1-D-j25-1.376.R,0
1046.TA.91-1-D-j25-1.376.R,0
1047.TA.91-1-D-j25-1.376.R,0
1048.TA.91-1-D-j25-1.376.R,0
1049.TA.91-1-D-j25-1.376.R,0
1050.TA.91-1-D-j25-1.377.R,0
1051.TA.91-1-D-j25-1.378.R,0
1052.TA.91-1-D-j25-1.378.R,0
1053.TA.91-1-D-j25-1.378.R,0
1054.TA.91-1-D-j25-1.378.R,0
1055.TA.91-1-D-j25-1.378.R,0
1056.TA.91-1-D-j25-1.379.R,0
1057.TA.91-1-D-j25-1.380.R,0
1058.TA.91-1-D-j25-1.381.R,0
1059.TA.91-1-D-j25-1.382.R,0
1060.TA.91-1-D-j25-1.383.R,0
1061.TA.91-1-D-j25-1.384.R,0
1062.TA.91-1-D-j25-1.384.R,0
1063.TA.91-1-D-j25-1.384.R,0
1064.TA.91-1-D-j25-1.385.R,0
1065.TA.91-1-D-j25-1.386.R,0
1066.TA.91-1-D-j25-1.387.R,0
1067.TA.91-1-D-j25-1.388.R,0
1068.TA.91-1-D-j25-1.389.R,0
1069.TA.91-1-D-j25-1.390.R,0
1070.TA.91-1-D-j25-1.390.R,0
1071.TA.91-1-D-j25-1.391.R,0
1072.TA.91-1-D-j25-1.391.R,0
1073.TA.91-1-D-j25-1.391.R,0
1074.TA.91-1-D-j25-1.391.R,0
1075.TA.91-1-D-j25-1.392.R,0
1076.TA.91-1-D-j25-1.393.R,0
1077.TA.91-1-D-j25-1.393.R,0
1078.TA.91-1-D-j25-1.394.R,0
1079.TA.91-1-D-j25-1.394.R,0
1080.TA.91-1-D-j25-1.394.R,0
1081.TA.91-1-D-j25-1.395.R,0
1082.TA.91-1-D-j25-1.395.R,0
1083.TA.91-1-D-j25-1.395.R,0
1084.TA.91-1-D-j25-1.395.R,0
1085.TA.91-1-D-j25-1.396.R,0
1086.TA.91-1-D-j25-1.397.R,0
1087.TA.91-1-D-j25-1.397.R,0
1088.TA.91-1-D-j25-1.398.R,0
1089.TA.91-1-D-j25-1.398.R,0
1090.TA.91-1-D-j25-1.398.R,0
1091.TA.91-1-D-j25-1.398.R,0
1092.TA.91-1-D-j25-1.399.R,0
1093.TA.91-1-D-j25-1.399.R,0
1094.TA.91-1-D-j25-1.399.R,0
1095.TA.91-1-D-j25-1.399.R,0
1096.TA.91-1-D-j25-1.399.R,0
11.TA.91-1-D-j25-1.6.H,0
1164.TA.91-1-D-j25-1.414.R,0
1165.TA.91-1-D-j25-1.415.R,0
1166.TA.91-1-D-j25-1.416.R,0
1167.TA.91-1-D-j25-1.417.R,0
1168.TA.91-1-D-j25-1.418.R,0
1169.TA.91-1-D-j25-1.419.R,0
1170.TA.91-1-D-j25-1.420.R,0
1171.TA.91-1-D-j25-1.420.R,0
1172.TA.91-1-D-j25-1.420.R,0
1173.TA.91-1-D-j25-1.421.R,0
1174.TA.91-1-D-j25-1.422.R,0
1175.TA.91-1-D-j25-1.423.R,0
1176.TA.91-1-D-j25-1.424.R,0
1177.TA.91-1-D-j25-1.425.R,0
1178.TA.91-1-D-j25-1.426.R,0
1179.TA.91-1-D-j25-1.427.R,0
1180.TA.91-1-D-j25-1.427.R,0
1181.TA.91-1-D-j25-1.428.R,0
1182.TA.91-1-D-j25-1.429.R,0
1183.TA.91-1-D-j25-1.430.R,0
1184.TA.91-1-D-j25-1.431.R,0
1185.TA.91-1-D-j25-1.432.R,0
1186.TA.91-1-D-j25-1.432.R,0
1187.TA.91-1-D-j25-1.433.R,0
1188.TA.91-1-D-j25-1.434.R,0
1189.TA.91-1-D-j25-1.435.R,0
1190.TA.91-1-D-j25-1.435.R,0
1191.TA.91-1-D-j25-1.435.R,0
1192.TA.91-1-D-j25-1.435.R,0
1193.TA.91-1-D-j25-1.435.R,0
1194.TA.91-1-D-j25-1.435.R,0
1195.TA.91-1-D-j25-1.435.R,0
1196.TA.91-1-D-j25-1.435.R,0
1197.TA.91-1-D-j25-1.435.R,0
1198.TA.91-1-D-j25-1.436.R,0
12.TA.91-1-D-j25-1.7.H,0
1202.TA.91-1-D-j25-1.439.R,0
1203.TA.91-1-D-j25-1.440.R,0
1204.TA.91-1-D-j25-1.441.R,0
1205.TA.91-1-D-j25-1.442.R,0
1206.TA.91-1-D-j25-1.442.R,0
13.TA.91-1-D-j25-1.7.H,0
1345.TA.91-1-D-j25-1.491.R,0
1346.TA.91-1-D-j25-1.492.R,0
1347.TA.91-1-D-j25-1.493.R,0
1348.TA.91-1-D-j25-1.493.R,0
1349.TA.91-1-D-j25-1.494.R,0
