route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,original_trip_id,hints
91-1-D-j25-1,TA+rc,669.TA.91-1-D-j25-1.234.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+7h000,67.TA.91-1-D-j25-1.14.H,Genève-Aéroport,30726,0,,ch:1:sjyid:100001:30726-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+go,670.TA.91-1-D-j25-1.234.H,Genève-Aéroport,718,0,,ch:1:sjyid:100001:718-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+go,671.TA.91-1-D-j25-1.234.H,Genève-Aéroport,706,0,,ch:1:sjyid:100001:706-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+up150,672.TA.91-1-D-j25-1.234.H,Genève-Aéroport,724,0,,ch:1:sjyid:100001:724-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+dt450,673.TA.91-1-D-j25-1.234.H,Genève-Aéroport,722,0,,ch:1:sjyid:100001:722-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+8t050,674.TA.91-1-D-j25-1.234.H,Genève-Aéroport,712,0,,ch:1:sjyid:100001:712-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+bl750,675.TA.91-1-D-j25-1.234.H,Genève-Aéroport,710,0,,ch:1:sjyid:100001:710-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+go,676.TA.91-1-D-j25-1.235.H,Genève-Aéroport,708,0,,ch:1:sjyid:100001:708-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+oh,677.TA.91-1-D-j25-1.235.H,Genève-Aéroport,716,0,,ch:1:sjyid:100001:716-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+oh,678.TA.91-1-D-j25-1.235.H,Genève-Aéroport,728,0,,ch:1:sjyid:100001:728-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+au500,679.TA.91-1-D-j25-1.236.H,Genève-Aéroport,734,0,,ch:1:sjyid:100001:734-001,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+4q500,680.TA.91-1-D-j25-1.236.H,Genève-Aéroport,730,0,,ch:1:sjyid:100001:730-001,BZ FA FS R RZ
91-1-D-j25-1,TA+vq200,681.TA.91-1-D-j25-1.237.H,Genève-Aéroport,726,0,,ch:1:sjyid:100001:726-001,BZ FA FS R RZ
91-1-D-j25-1,TA+yq200,682.TA.91-1-D-j25-1.237.H,Genève-Aéroport,726,0,,ch:1:sjyid:100001:726-001,BZ FA FS NF R RZ
91-1-D-j25-1,TA+ktvb0,683.TA.91-1-D-j25-1.237.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+mtvb0,684.TA.91-1-D-j25-1.237.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+4oha0,685.TA.91-1-D-j25-1.237.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS PH R RZ
91-1-D-j25-1,TA+cz900,686.TA.91-1-D-j25-1.237.H,Genève-Aéroport,706,0,,ch:1:sjyid:100001:706-001,BZ FA FS NF R RZ
91-1-D-j25-1,TA+qo500,687.TA.91-1-D-j25-1.237.H,Genève-Aéroport,722,0,,ch:1:sjyid:100001:722-001,BZ FA FS NF R RZ
91-1-D-j25-1,TA+il610,688.TA.91-1-D-j25-1.237.H,Genève-Aéroport,722,0,,ch:1:sjyid:100001:722-001,BZ FA FS R RZ
91-1-D-j25-1,TA+5jc90,689.TA.91-1-D-j25-1.237.H,Genève-Aéroport,712,0,,ch:1:sjyid:100001:712-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+ntvb0,690.TA.91-1-D-j25-1.237.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+ptvb0,691.TA.91-1-D-j25-1.237.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+mwlb0,692.TA.91-1-D-j25-1.237.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+lbt60,693.TA.91-1-D-j25-1.237.H,Genève-Aéroport,710,0,,ch:1:sjyid:100001:710-001,BZ FA FS R RZ
91-1-D-j25-1,TA+3h000,694.TA.91-1-D-j25-1.237.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS R RZ
91-1-D-j25-1,TA+cp,695.TA.91-1-D-j25-1.238.H,Genève-Aéroport,716,0,,ch:1:sjyid:100001:716-001,BZ FA FS R RZ
91-1-D-j25-1,TA+9ch00,696.TA.91-1-D-j25-1.238.H,Genève-Aéroport,728,0,,ch:1:sjyid:100001:728-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+ged00,697.TA.91-1-D-j25-1.239.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gtvb0,698.TA.91-1-D-j25-1.239.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+57e60,699.TA.91-1-D-j25-1.239.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+v3400,700.TA.91-1-D-j25-1.240.H,Genève-Aéroport,728,0,,ch:1:sjyid:100001:728-001,BZ FA FS R RZ
91-1-D-j25-1,TA+to500,701.TA.91-1-D-j25-1.241.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS R RZ
91-1-D-j25-1,TA+hr500,702.TA.91-1-D-j25-1.242.H,Genève-Aéroport,724,0,,ch:1:sjyid:100001:724-001,BZ FA FS R RZ
91-1-D-j25-1,TA+rtvb0,703.TA.91-1-D-j25-1.243.H,Genève-Aéroport,730,0,,ch:1:sjyid:100001:730-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+u52b0,704.TA.91-1-D-j25-1.243.H,Genève-Aéroport,734,0,,ch:1:sjyid:100001:734-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+rtvb0,705.TA.91-1-D-j25-1.244.H,Genève-Aéroport,726,0,,ch:1:sjyid:100001:726-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+lp700,706.TA.91-1-D-j25-1.244.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+w73a0,707.TA.91-1-D-j25-1.244.H,Genève-Aéroport,718,0,,ch:1:sjyid:100001:718-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+rtvb0,708.TA.91-1-D-j25-1.244.H,Genève-Aéroport,706,0,,ch:1:sjyid:100001:706-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+rtvb0,709.TA.91-1-D-j25-1.244.H,Genève-Aéroport,724,0,,ch:1:sjyid:100001:724-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+w73a0,710.TA.91-1-D-j25-1.244.H,Genève-Aéroport,722,0,,ch:1:sjyid:100001:722-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+rtvb0,711.TA.91-1-D-j25-1.244.H,Genève-Aéroport,712,0,,ch:1:sjyid:100001:712-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+rtvb0,712.TA.91-1-D-j25-1.244.H,Genève-Aéroport,710,0,,ch:1:sjyid:100001:710-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+rtvb0,713.TA.91-1-D-j25-1.245.H,Genève-Aéroport,708,0,,ch:1:sjyid:100001:708-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+w73a0,714.TA.91-1-D-j25-1.245.H,Genève-Aéroport,716,0,,ch:1:sjyid:100001:716-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+w73a0,715.TA.91-1-D-j25-1.245.H,Genève-Aéroport,728,0,,ch:1:sjyid:100001:728-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,716.TA.91-1-D-j25-1.246.H,Genève-Aéroport,730,0,,ch:1:sjyid:100001:730-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+0iq00,717.TA.91-1-D-j25-1.246.H,Genève-Aéroport,734,0,,ch:1:sjyid:100001:734-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,718.TA.91-1-D-j25-1.247.H,Genève-Aéroport,726,0,,ch:1:sjyid:100001:726-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,719.TA.91-1-D-j25-1.247.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,720.TA.91-1-D-j25-1.247.H,Genève-Aéroport,718,0,,ch:1:sjyid:100001:718-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,721.TA.91-1-D-j25-1.247.H,Genève-Aéroport,706,0,,ch:1:sjyid:100001:706-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,722.TA.91-1-D-j25-1.247.H,Genève-Aéroport,724,0,,ch:1:sjyid:100001:724-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,723.TA.91-1-D-j25-1.247.H,Genève-Aéroport,712,0,,ch:1:sjyid:100001:712-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,724.TA.91-1-D-j25-1.247.H,Genève-Aéroport,710,0,,ch:1:sjyid:100001:710-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,725.TA.91-1-D-j25-1.248.H,Genève-Aéroport,708,0,,ch:1:sjyid:100001:708-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+lp700,726.TA.91-1-D-j25-1.249.H,Genève-Aéroport,718,0,,ch:1:sjyid:100001:718-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+w73a0,727.TA.91-1-D-j25-1.250.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+rtvb0,728.TA.91-1-D-j25-1.250.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+fz880,729.TA.91-1-D-j25-1.251.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS R RZ VR
91-1-D-j25-1,TA+jy400,730.TA.91-1-D-j25-1.252.H,Genève-Aéroport,712,0,,ch:1:sjyid:100001:712-001,BZ FA FS R RZ
91-1-D-j25-1,TA+jy400,731.TA.91-1-D-j25-1.253.H,Genève-Aéroport,710,0,,ch:1:sjyid:100001:710-001,BZ FA FS R RZ
91-1-D-j25-1,TA+mq500,732.TA.91-1-D-j25-1.253.H,Genève-Aéroport,734,0,,ch:1:sjyid:100001:734-001,BZ FA FS R RZ
91-1-D-j25-1,TA+wrv00,733.TA.91-1-D-j25-1.253.H,Genève-Aéroport,730,0,,ch:1:sjyid:100001:730-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gvi00,734.TA.91-1-D-j25-1.254.H,Genève-Aéroport,724,0,,ch:1:sjyid:100001:724-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gvi00,735.TA.91-1-D-j25-1.254.H,Genève-Aéroport,706,0,,ch:1:sjyid:100001:706-001,BZ FA FS R RZ
91-1-D-j25-1,TA+hb010,736.TA.91-1-D-j25-1.254.H,Genève-Aéroport,710,0,,ch:1:sjyid:100001:710-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gvi00,737.TA.91-1-D-j25-1.254.H,Genève-Aéroport,726,0,,ch:1:sjyid:100001:726-001,BZ FA FS R RZ
91-1-D-j25-1,TA+hb010,738.TA.91-1-D-j25-1.254.H,Genève-Aéroport,712,0,,ch:1:sjyid:100001:712-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gvi00,739.TA.91-1-D-j25-1.254.H,Genève-Aéroport,708,0,,ch:1:sjyid:100001:708-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gvi00,740.TA.91-1-D-j25-1.254.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS R RZ
91-1-D-j25-1,TA+5c000,741.TA.91-1-D-j25-1.254.H,Genève-Aéroport,734,0,,ch:1:sjyid:100001:734-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gvi00,742.TA.91-1-D-j25-1.254.H,Genève-Aéroport,718,0,,ch:1:sjyid:100001:718-001,BZ FA FS R RZ
91-1-D-j25-1,TA+7x400,743.TA.91-1-D-j25-1.254.H,Genève-Aéroport,730,0,,ch:1:sjyid:100001:730-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gvi00,744.TA.91-1-D-j25-1.255.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS R RZ
91-1-D-j25-1,TA+eo500,745.TA.91-1-D-j25-1.256.H,Genève,730,0,,ch:1:sjyid:100001:730-001,BZ FA FS R RZ WR
91-1-D-j25-1,TA+eo500,746.TA.91-1-D-j25-1.257.H,Genève,30734,0,,ch:1:sjyid:100001:30734-002,BZ FA FS R RZ
91-1-D-j25-1,TA+b0d00,747.TA.91-1-D-j25-1.258.H,Genève-Aéroport,734,0,,ch:1:sjyid:100001:734-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+myd00,748.TA.91-1-D-j25-1.258.H,Genève-Aéroport,730,0,,ch:1:sjyid:100001:730-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+s8e00,749.TA.91-1-D-j25-1.258.H,Genève-Aéroport,710,0,,ch:1:sjyid:100001:710-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+b0d00,750.TA.91-1-D-j25-1.259.H,Genève-Aéroport,724,0,,ch:1:sjyid:100001:724-001,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+s8e00,751.TA.91-1-D-j25-1.259.H,Genève-Aéroport,724,0,,ch:1:sjyid:100001:724-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+b0d00,752.TA.91-1-D-j25-1.259.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+s8e00,753.TA.91-1-D-j25-1.259.H,Genève-Aéroport,714,0,,ch:1:sjyid:100001:714-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+myd00,754.TA.91-1-D-j25-1.259.H,Genève-Aéroport,706,0,,ch:1:sjyid:100001:706-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+b0d00,755.TA.91-1-D-j25-1.259.H,Genève-Aéroport,718,0,,ch:1:sjyid:100001:718-001,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+s8e00,756.TA.91-1-D-j25-1.259.H,Genève-Aéroport,718,0,,ch:1:sjyid:100001:718-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+myd00,757.TA.91-1-D-j25-1.259.H,Genève-Aéroport,726,0,,ch:1:sjyid:100001:726-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+b0d00,758.TA.91-1-D-j25-1.259.H,Genève-Aéroport,710,0,,ch:1:sjyid:100001:710-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+myd00,759.TA.91-1-D-j25-1.259.H,Genève-Aéroport,712,0,,ch:1:sjyid:100001:712-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+b0d00,760.TA.91-1-D-j25-1.260.H,Genève-Aéroport,708,0,,ch:1:sjyid:100001:708-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+s8e00,761.TA.91-1-D-j25-1.260.H,Genève-Aéroport,708,0,,ch:1:sjyid:100001:708-001,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+myd00,762.TA.91-1-D-j25-1.261.H,Genève-Aéroport,720,0,,ch:1:sjyid:100001:720-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+aq500,763.TA.91-1-D-j25-1.262.H,Genève-Aéroport,734,0,,ch:1:sjyid:100001:734-001,BZ FA FS R RZ
91-1-D-j25-1,TA+aq500,764.TA.91-1-D-j25-1.262.H,Genève-Aéroport,728,0,,ch:1:sjyid:100001:728-001,BZ FA FS R RZ
91-1-D-j25-1,TA+aq500,765.TA.91-1-D-j25-1.263.H,Genève-Aéroport,730,0,,ch:1:sjyid:100001:730-001,BZ FA FS R RZ
91-1-D-j25-1,TA+7h000,769.TA.91-1-D-j25-1.267.R,Lausanne,30727,1,,ch:1:sjyid:100001:30727-004,BZ FA FS NF RZ
91-1-D-j25-1,TA+v7a00,770.TA.91-1-D-j25-1.268.R,Lausanne,30715,1,,ch:1:sjyid:100001:30715-004,BZ FA FS NF RZ
91-1-D-j25-1,TA+4h000,771.TA.91-1-D-j25-1.268.R,Lausanne,30727,1,,ch:1:sjyid:100001:30727-004,BZ FA FS NF RZ
91-1-D-j25-1,TA+v7a00,772.TA.91-1-D-j25-1.269.R,Lausanne,30717,1,,ch:1:sjyid:100001:30717-004,BZ FA FS NF RZ
91-1-D-j25-1,TA+7h000,773.TA.91-1-D-j25-1.270.R,Lausanne,30737,1,,ch:1:sjyid:100001:30737-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+v7a00,774.TA.91-1-D-j25-1.271.R,Lausanne,30729,1,,ch:1:sjyid:100001:30729-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+v7a00,775.TA.91-1-D-j25-1.271.R,Lausanne,30733,1,,ch:1:sjyid:100001:30733-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+v7a00,776.TA.91-1-D-j25-1.271.R,Lausanne,30725,1,,ch:1:sjyid:100001:30725-004,BZ FA FS NF RZ
91-1-D-j25-1,TA+v7a00,777.TA.91-1-D-j25-1.271.R,Lausanne,30711,1,,ch:1:sjyid:100001:30711-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+4h000,778.TA.91-1-D-j25-1.271.R,Lausanne,30737,1,,ch:1:sjyid:100001:30737-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+7h000,779.TA.91-1-D-j25-1.271.R,Lausanne,30721,1,,ch:1:sjyid:100001:30721-006,BZ FA FS NF RZ
91-1-D-j25-1,TA+v7a00,780.TA.91-1-D-j25-1.271.R,Lausanne,30735,1,,ch:1:sjyid:100001:30735-004,BZ FA FS NF RZ
91-1-D-j25-1,TA+v7a00,781.TA.91-1-D-j25-1.271.R,Lausanne,30731,1,,ch:1:sjyid:100001:30731-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+pev00,782.TA.91-1-D-j25-1.272.R,Lausanne,30711,1,,ch:1:sjyid:100001:30711-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+1t300,783.TA.91-1-D-j25-1.272.R,Lausanne,30711,1,,ch:1:sjyid:100001:30711-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+gjn00,784.TA.91-1-D-j25-1.272.R,Lausanne,30903,1,,ch:1:sjyid:100001:30903-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+0zd00,785.TA.91-1-D-j25-1.272.R,Lausanne,30711,1,,ch:1:sjyid:100001:30711-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+io700,786.TA.91-1-D-j25-1.272.R,Lausanne,30711,1,,ch:1:sjyid:100001:30711-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+gjn00,787.TA.91-1-D-j25-1.273.R,Lausanne,30901,1,,ch:1:sjyid:100001:30901-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+pev00,788.TA.91-1-D-j25-1.274.R,Lausanne,30715,1,,ch:1:sjyid:100001:30715-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+1t300,789.TA.91-1-D-j25-1.274.R,Lausanne,30715,1,,ch:1:sjyid:100001:30715-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+0zd00,790.TA.91-1-D-j25-1.274.R,Lausanne,30715,1,,ch:1:sjyid:100001:30715-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+io700,791.TA.91-1-D-j25-1.274.R,Lausanne,30715,1,,ch:1:sjyid:100001:30715-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+pev00,792.TA.91-1-D-j25-1.274.R,Lausanne,30727,1,,ch:1:sjyid:100001:30727-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+1t300,793.TA.91-1-D-j25-1.274.R,Lausanne,30709,1,,ch:1:sjyid:100001:30709-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+pev00,794.TA.91-1-D-j25-1.274.R,Lausanne,30709,1,,ch:1:sjyid:100001:30709-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+0zd00,795.TA.91-1-D-j25-1.274.R,Lausanne,30709,1,,ch:1:sjyid:100001:30709-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+io700,796.TA.91-1-D-j25-1.274.R,Lausanne,30709,1,,ch:1:sjyid:100001:30709-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+1t300,797.TA.91-1-D-j25-1.274.R,Lausanne,30727,1,,ch:1:sjyid:100001:30727-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+0zd00,798.TA.91-1-D-j25-1.274.R,Lausanne,30727,1,,ch:1:sjyid:100001:30727-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+io700,799.TA.91-1-D-j25-1.274.R,Lausanne,30727,1,,ch:1:sjyid:100001:30727-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+7h000,8.TA.91-1-D-j25-1.5.H,Genève-Aéroport,30718,0,,ch:1:sjyid:100001:30718-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+4h000,800.TA.91-1-D-j25-1.275.R,Lausanne,30709,1,,ch:1:sjyid:100001:30709-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+7h000,801.TA.91-1-D-j25-1.276.R,Lausanne,30709,1,,ch:1:sjyid:100001:30709-003,BZ FA FS NF RZ
91-1-D-j25-1,TA+4h000,802.TA.91-1-D-j25-1.276.R,Lausanne,30721,1,,ch:1:sjyid:100001:30721-006,BZ FA FS NF RZ
91-1-D-j25-1,TA+0zd00,803.TA.91-1-D-j25-1.277.R,Lausanne,30721,1,,ch:1:sjyid:100001:30721-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+io700,804.TA.91-1-D-j25-1.277.R,Lausanne,30721,1,,ch:1:sjyid:100001:30721-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+pev00,805.TA.91-1-D-j25-1.277.R,Lausanne,30725,1,,ch:1:sjyid:100001:30725-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+1t300,806.TA.91-1-D-j25-1.277.R,Lausanne,30725,1,,ch:1:sjyid:100001:30725-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+gjn00,807.TA.91-1-D-j25-1.277.R,Lausanne,30725,1,,ch:1:sjyid:100001:30725-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+1t300,808.TA.91-1-D-j25-1.277.R,Lausanne,30733,1,,ch:1:sjyid:100001:30733-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+1t300,809.TA.91-1-D-j25-1.277.R,Lausanne,30721,1,,ch:1:sjyid:100001:30721-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+gjn00,810.TA.91-1-D-j25-1.277.R,Lausanne,30737,1,,ch:1:sjyid:100001:30737-005,BZ FA FS NF RZ
91-1-D-j25-1,TA+1t300,811.TA.91-1-D-j25-1.277.R,Lausanne,30737,1,,ch:1:sjyid:100001:30737-005,BZ FA FS PH RZ
91-1-D-j25-1,TA+0zd00,812.TA.91-1-D-j25-1.277.R,Lausanne,30733,1,,ch:1:sjyid:100001:30733-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+io700,813.TA.91-1-D-j25-1.277.R,Lausanne,30733,1,,ch:1:sjyid:100001:30733-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+p8a00,814.TA.91-1-D-j25-1.277.R,Lausanne,30737,1,,ch:1:sjyid:100001:30737-775,BZ FA FS RZ
91-1-D-j25-1,TA+pev00,815.TA.91-1-D-j25-1.277.R,Lausanne,30721,1,,ch:1:sjyid:100001:30721-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+1t300,816.TA.91-1-D-j25-1.277.R,Lausanne,30729,1,,ch:1:sjyid:100001:30729-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+va,817.TA.91-1-D-j25-1.277.R,Lausanne,30937,1,,ch:1:sjyid:100001:30937-776,BZ FA FS RZ
91-1-D-j25-1,TA+0zd00,818.TA.91-1-D-j25-1.277.R,Lausanne,30909,1,,ch:1:sjyid:100001:30909-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+io700,819.TA.91-1-D-j25-1.277.R,Lausanne,30909,1,,ch:1:sjyid:100001:30909-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+pev00,820.TA.91-1-D-j25-1.277.R,Lausanne,30733,1,,ch:1:sjyid:100001:30733-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+gjn00,821.TA.91-1-D-j25-1.277.R,Lausanne,30907,1,,ch:1:sjyid:100001:30907-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+0zd00,822.TA.91-1-D-j25-1.277.R,Lausanne,30729,1,,ch:1:sjyid:100001:30729-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+io700,823.TA.91-1-D-j25-1.277.R,Lausanne,30729,1,,ch:1:sjyid:100001:30729-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+1t300,824.TA.91-1-D-j25-1.277.R,Lausanne,30717,1,,ch:1:sjyid:100001:30717-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+0zd00,825.TA.91-1-D-j25-1.277.R,Lausanne,30717,1,,ch:1:sjyid:100001:30717-747,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+io700,826.TA.91-1-D-j25-1.277.R,Lausanne,30717,1,,ch:1:sjyid:100001:30717-747,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+pev00,827.TA.91-1-D-j25-1.277.R,Lausanne,30717,1,,ch:1:sjyid:100001:30717-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+pev00,828.TA.91-1-D-j25-1.277.R,Lausanne,30729,1,,ch:1:sjyid:100001:30729-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+e4410,829.TA.91-1-D-j25-1.277.R,Lausanne,30735,1,,ch:1:sjyid:100001:30735-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+sw,830.TA.91-1-D-j25-1.277.R,Lausanne,30735,1,,ch:1:sjyid:100001:30735-777,BZ FA FS R RZ VR
91-1-D-j25-1,TA+e2130,831.TA.91-1-D-j25-1.277.R,Lausanne,30935,1,,ch:1:sjyid:100001:30935-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+io700,832.TA.91-1-D-j25-1.277.R,Lausanne,30935,1,,ch:1:sjyid:100001:30935-755,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+hp500,833.TA.91-1-D-j25-1.277.R,Lausanne,30935,1,,ch:1:sjyid:100001:30935-755,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+pev00,834.TA.91-1-D-j25-1.277.R,Lausanne,30731,1,,ch:1:sjyid:100001:30731-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+1t300,835.TA.91-1-D-j25-1.277.R,Lausanne,30731,1,,ch:1:sjyid:100001:30731-754,BZ FA FS PH R RZ VR
