route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,original_trip_id,hints
91-1-D-j25-1,TA+ll200,1089.TA.91-1-D-j25-1.398.R,Zürich HB,10725,1,,ch:1:sjyid:100001:10725-698,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+fo500,1090.TA.91-1-D-j25-1.398.R,Zürich HB,10909,1,,ch:1:sjyid:100001:10909-698,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+yn700,1091.TA.91-1-D-j25-1.398.R,Zürich HB,10731,1,,ch:1:sjyid:100001:10731-698,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+2p500,1092.TA.91-1-D-j25-1.399.R,Zürich HB,10733,1,,ch:1:sjyid:100001:10733-691,BZ FA FS R RZ
91-1-D-j25-1,TA+ll200,1093.TA.91-1-D-j25-1.399.R,Zürich HB,10733,1,,ch:1:sjyid:100001:10733-698,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+2p500,1094.TA.91-1-D-j25-1.399.R,Zürich HB,10725,1,,ch:1:sjyid:100001:10725-691,BZ FA FS R RZ
91-1-D-j25-1,TA+xo700,1095.TA.91-1-D-j25-1.399.R,Zürich HB,10735,1,,ch:1:sjyid:100001:10735-690,BZ FA FS R RZ
91-1-D-j25-1,TA+yn700,1096.TA.91-1-D-j25-1.399.R,Zürich HB,10735,1,,ch:1:sjyid:100001:10735-698,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+gjn00,11.TA.91-1-D-j25-1.6.H,Genève-Aéroport,30702,0,,ch:1:sjyid:100001:30702-747,BZ FA FS NF RZ
91-1-D-j25-1,TA+aq500,1164.TA.91-1-D-j25-1.414.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+9p700,1165.TA.91-1-D-j25-1.415.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+d3500,1166.TA.91-1-D-j25-1.416.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+kg,1167.TA.91-1-D-j25-1.417.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+b0400,1168.TA.91-1-D-j25-1.418.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+89400,1169.TA.91-1-D-j25-1.419.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+duvb0,1170.TA.91-1-D-j25-1.420.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+ksh30,1171.TA.91-1-D-j25-1.420.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+dkza0,1172.TA.91-1-D-j25-1.420.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS PH RZ
91-1-D-j25-1,TA+sxd00,1173.TA.91-1-D-j25-1.421.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+6wi00,1174.TA.91-1-D-j25-1.422.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+js300,1175.TA.91-1-D-j25-1.423.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+euvb0,1176.TA.91-1-D-j25-1.424.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+4u500,1177.TA.91-1-D-j25-1.425.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+n6870,1178.TA.91-1-D-j25-1.426.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+vp4b0,1179.TA.91-1-D-j25-1.427.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+14400,1180.TA.91-1-D-j25-1.427.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+gu820,1181.TA.91-1-D-j25-1.428.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+zq700,1182.TA.91-1-D-j25-1.429.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+pat70,1183.TA.91-1-D-j25-1.430.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+do100,1184.TA.91-1-D-j25-1.431.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+x7870,1185.TA.91-1-D-j25-1.432.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+p4400,1186.TA.91-1-D-j25-1.432.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+zwa00,1187.TA.91-1-D-j25-1.433.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+9xy00,1188.TA.91-1-D-j25-1.434.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+fuvb0,1189.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+guvb0,1190.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+huvb0,1191.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS PH RZ
91-1-D-j25-1,TA+2n790,1192.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+nxd00,1193.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS PH RZ
91-1-D-j25-1,TA+5hs00,1194.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+b0d00,1195.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+s8e00,1196.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+33710,1197.TA.91-1-D-j25-1.435.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+1o700,1198.TA.91-1-D-j25-1.436.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+p8a00,12.TA.91-1-D-j25-1.7.H,Genève-Aéroport,30734,0,,ch:1:sjyid:100001:30734-775,BZ FA FS R RZ VR
91-1-D-j25-1,TA+7x400,1202.TA.91-1-D-j25-1.439.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+ll200,1203.TA.91-1-D-j25-1.440.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS NF RZ
91-1-D-j25-1,TA+jy400,1204.TA.91-1-D-j25-1.441.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+mq500,1205.TA.91-1-D-j25-1.442.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+5c000,1206.TA.91-1-D-j25-1.442.R,Zürich HB,737,1,,ch:1:sjyid:100001:737-001,BZ FA FS RZ
91-1-D-j25-1,TA+5o500,13.TA.91-1-D-j25-1.7.H,Genève-Aéroport,30734,0,,ch:1:sjyid:100001:30734-754,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+fwa00,1345.TA.91-1-D-j25-1.491.R,St. Gallen,711,1,,ch:1:sjyid:100001:711-001,BZ FA FS R RZ
91-1-D-j25-1,TA+fwa00,1346.TA.91-1-D-j25-1.492.R,St. Gallen,715,1,,ch:1:sjyid:100001:715-001,BZ FA FS R RZ
91-1-D-j25-1,TA+fwa00,1347.TA.91-1-D-j25-1.493.R,St. Gallen,709,1,,ch:1:sjyid:100001:709-001,BZ FA FS R RZ
91-1-D-j25-1,TA+fwa00,1348.TA.91-1-D-j25-1.493.R,St. Gallen,727,1,,ch:1:sjyid:100001:727-001,BZ FA FS R RZ
91-1-D-j25-1,TA+fwa00,1349.TA.91-1-D-j25-1.494.R,St. Gallen,717,1,,ch:1:sjyid:100001:717-001,BZ FA FS R RZ
91-1-D-j25-1,TA+86300,1350.TA.91-1-D-j25-1.495.R,St. Gallen,725,1,,ch:1:sjyid:100001:725-001,BZ FA FS R RZ
91-1-D-j25-1,TA+86300,1351.TA.91-1-D-j25-1.496.R,St. Gallen,733,1,,ch:1:sjyid:100001:733-001,BZ FA FS R RZ
91-1-D-j25-1,TA+fwa00,1352.TA.91-1-D-j25-1.497.R,St. Gallen,721,1,,ch:1:sjyid:100001:721-001,BZ FA FS R RZ
91-1-D-j25-1,TA+fwa00,1353.TA.91-1-D-j25-1.497.R,St. Gallen,729,1,,ch:1:sjyid:100001:729-001,BZ FA FS R RZ
91-1-D-j25-1,TA+gz400,1354.TA.91-1-D-j25-1.498.R,St. Gallen,735,1,,ch:1:sjyid:100001:735-001,BZ FA FS R RZ
91-1-D-j25-1,TA+rf610,1355.TA.91-1-D-j25-1.499.R,St. Gallen,725,1,,ch:1:sjyid:100001:725-001,BZ FA FS R RZ
91-1-D-j25-1,TA+fwa00,1356.TA.91-1-D-j25-1.499.R,St. Gallen,731,1,,ch:1:sjyid:100001:731-001,BZ FA FS R RZ
91-1-D-j25-1,TA+rf610,1357.TA.91-1-D-j25-1.500.R,St. Gallen,733,1,,ch:1:sjyid:100001:733-001,BZ FA FS R RZ
91-1-D-j25-1,TA+8F,1358.TA.91-1-D-j25-1.501.R,Gossau SG,733,1,,ch:1:sjyid:100001:733-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+vgq00,1359.TA.91-1-D-j25-1.502.R,St. Gallen,709,1,,ch:1:sjyid:100001:709-001,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+sxd00,1360.TA.91-1-D-j25-1.503.R,St. Gallen,709,1,,ch:1:sjyid:100001:709-001,BZ FA FS NF R RZ VR
91-1-D-j25-1,TA+jw400,1361.TA.91-1-D-j25-1.504.R,St. Gallen,707,1,,ch:1:sjyid:100001:707-003,BZ FA FS R RZ
91-1-D-j25-1,TA+d3500,1362.TA.91-1-D-j25-1.505.R,St. Gallen,711,1,,ch:1:sjyid:100001:711-001,BZ FA FS R RZ
91-1-D-j25-1,TA+7mk90,1363.TA.91-1-D-j25-1.506.R,St. Gallen,713,1,,ch:1:sjyid:100001:713-001,BZ FA FS NF R RZ
91-1-D-j25-1,TA+11v90,1364.TA.91-1-D-j25-1.506.R,St. Gallen,713,1,,ch:1:sjyid:100001:713-001,BZ FA FS PH R RZ VR
91-1-D-j25-1,TA+hwe00,1365.TA.91-1-D-j25-1.506.R,St. Gallen,713,1,,ch:1:sjyid:100001:713-001,BZ FA FS R RZ VR
