start_station,next_station,walk_time
Parent8501045,Parent8501048,26.115049180887596
Parent8501045,Parent8501215,28.73104663198684
Parent8501045,Parent8510525,27.040662551190685
Parent8501045,Parent8510526,27.72272656818054
Parent8501045,Parent8511344,26.33508374624534
Parent8501045,Parent8579230,25.57647250782395
Parent8501045,Parent8579231,27.982389783422484
Parent8501045,Parent8588872,5.135886513125497
Parent8501045,Parent8588873,29.380512710069645
Parent8501045,Parent8588874,1.8254698453523288
Parent8501045,Parent8588875,9.161936418701053
Parent8501045,Parent8588898,23.243779318485466
Parent8501045,Parent8591946,23.01168727539748
Parent8501045,Parent8591947,24.701778547633626
Parent8501045,Parent8591949,20.75012399315121
Parent8501045,Parent8591951,24.8420186276746
Parent8501045,Parent8591952,23.048990511708624
Parent8501045,Parent8591954,21.223292803160057
Parent8501045,Parent8591955,28.72062814471388
Parent8501045,Parent8591956,19.734342278978275
Parent8501045,Parent8591957,26.00181618529993
Parent8501045,Parent8591959,23.999409233177072
Parent8501045,Parent8591960,27.831329036113203
Parent8501045,Parent8591961,23.735143447080233
Parent8501045,Parent8592239,17.18751048462384
Parent8501045,Parent8592240,23.720923859606206
Parent8501045,Parent8592241,23.506740210628347
Parent8501045,Parent8592242,9.769907809194066
Parent8501045,Parent8592243,12.536654890168974
Parent8501045,Parent8592244,14.23265744781615
Parent8501045,Parent8592248,17.7032607162263
Parent8501045,Parent8592249,17.443799143968242
Parent8501045,Parent8592254,27.47366136821318
Parent8501045,Parent8592255,12.68671567408186
Parent8501045,Parent8594890,22.246722910857397
Parent8501045,Parent8594988,26.178447848322904
Parent8501045,Parent8595213,5.388601112155737
Parent8501045,Parent8595215,26.95821405744583
Parent8501045,Parent8595217,28.274730274588748
Parent8501045,Parent8595218,24.478502205835277
Parent8501045,Parent8595219,24.46541058598614
Parent8501045,Parent8595220,22.917290221828075
Parent8501047,Parent8501048,15.587637871316202
Parent8501047,Parent8511344,15.594160544103147
Parent8501047,Parent8570090,5.308623141252958
Parent8501047,Parent8570091,8.74032579570537
Parent8501047,Parent8579230,21.04971990342685
Parent8501047,Parent8588871,1.0607363853956837
