stop_id,stop_name,stop_lat,stop_lon
Parent8510526,"St-Sulpice VD, En Champagny",46.51377636,6.54976945
Parent8510527,"St-Sulpice VD, Ochettaz-Ormet",46.51379491,6.55643495
Parent8510528,"St-Sulpice VD, Pré-Fleuri",46.51521675,6.56061212
Parent8510543,"Prilly, Galicien/aréna",46.52838253,6.60163818
Parent8510574,"Lausanne, Eugène-Rambert",46.51527857,6.64828769
Parent8510575,"Lausanne, César-Roux",46.52422298,6.637993
Parent8510721,"Ecublens VD, Epenex/Pont-Bleu",46.53848648,6.57516482
Parent8510727,"Ecublens VD, EPFL/Colladon",46.51807888,6.56359452
Parent8510738,"Les Ripes, gare",46.59102763,6.60703705
Parent8510751,"Cheseaux-sur-L., Bel-Air",46.57848217,6.60577941
Parent8510903,"Jouxtens-Mézery, gare",46.54902103,6.60124292
Parent8510904,"Vernand-Camarès, gare",46.56994811,6.60496194
Parent8510905,"Lausanne, Maladière/chapelle",46.51787489,6.60214123
Parent8511245,"Le Mont-sur-L., Rionzi/collège",46.54430699,6.62998901
Parent8511344,"Lonay-Préverenges, gare nord",46.52366052,6.51903809
Parent8511383,"Epalinges, Vaugueny",46.54467153,6.6585734
Parent8511406,"Union-Prilly, gare",46.53503837,6.60975895
Parent8511583,"Le Mont-sur-L., Chalet Enfants",46.57396213,6.67006285
Parent8511584,"Le Mont-sur-L., Planches",46.56544589,6.6508389
Parent8511813,"Ecublens VD, Campus des médias",46.51744218,6.56974798
Parent8518452,Prilly-Malley,46.52668908,6.60262632
Parent8530749,"Renens VD, gare",46.53762139,6.57851554
Parent8570063,"Cheseaux-sur-L., gare",46.58416873,6.60511466
Parent8570064,"Cheseaux-sur-L., Pâquis",46.58686671,6.60378515
Parent8570068,"Sullens, Auberge",46.59365736,6.56593014
Parent8570090,"Morges, Les Pétoleyres",46.52011257,6.50435961
Parent8570091,"Echichens, Gravelines",46.52338856,6.50700066
Parent8570092,"Bremblens, bas du village",46.54493102,6.51448363
Parent8570164,"Cugy VD, Le Moulin",46.58892252,6.64258339
Parent8570167,"Froideville, village",46.59992253,6.67621631
Parent8570168,"Froideville, croisée",46.60123103,6.67937838
Parent8570169,"Froideville, Laiterie",46.60111376,6.68245062
Parent8570176,"Bretigny-sur-Morrens, croisée",46.5981017,6.64688632
Parent8570179,"Bottens, La Rustériaz",46.60647086,6.66637976
Parent8570559,"Cully, gare",46.48854783,6.72689926
Parent8570560,"Epesses, Crêt-Dessus",46.49229575,6.74385047
Parent8570561,"Epesses, village",46.4918381,6.74647355
Parent8573634,"Cugy VD, village",46.58546526,6.64053523
Parent8577645,"Cheseaux-sur-L., Martheray",46.58162498,6.5970927
Parent8579230,"Préverenges, village",46.51733709,6.52628749
Parent8579231,"St-Sulpice VD, Venoge sud",46.5128305,6.5463289
Parent8579233,"Ecublens VD, EPFL (bus)",46.52205964,6.56687337
Parent8579234,"Ecublens VD, EPFL Piccard",46.52030419,6.56846339
Parent8579235,"Le Mont-sur-L., Coppoz",46.55954117,6.63595382
Parent8579237,"Lausanne, Ours",46.52124374,6.64067896
Parent8579238,"Lausanne, Sallaz",46.53281367,6.64618563
Parent8579239,"Epalinges, Croisettes",46.54309598,6.66154682
Parent8579245,"Lausanne, Foyer",46.53340693,6.66003765
Parent8579246,"Lausanne, Rovéréaz",46.53272715,6.66772723
Parent8579247,"Montblesson, Centenaire",46.53662033,6.67779735
Parent8579248,"Pully, Trois-Chasseurs",46.53435861,6.68442691
Parent8579249,"Pully, Monts-de-Pully",46.53597149,6.68860408
Parent8579253,"Lausanne, Montbenon",46.51979732,6.62965663
Parent8579254,"Lausanne, St-François",46.51936462,6.63348345
Parent8579255,"Lausanne, Pont-de-Chailly",46.52611429,6.65188095
Parent8579256,"Pully, Val-Vert",46.52189275,6.66699061
Parent8579257,"Belmont-sur-L., centre",46.5196057,6.67844413
Parent8579258,"Belmont-sur-L., Blessoney",46.51951298,6.68394182
Parent8579259,"Lutry, Landar",46.51774508,6.69002342
Parent8579260,"Lutry, Croix/Lutry",46.51710837,6.70284238
Parent8581054,"Romanel-sur-Morges, Pra-Vuatte",46.55113387,6.51226479
Parent8581344,"Boussens, village",46.60281723,6.58368984
Parent8581914,"Bussigny, gare",46.54750121,6.55229372
Parent8581916,"Bussigny, Condémine",46.55550138,6.56070195
Parent8581917,"Bussigny, Dallaz",46.55231999,6.55144032
Parent8581918,"Bussigny, Grand-Record",46.55002186,6.55193439
Parent8581920,"Bussigny, Sauge",46.55561875,6.55373102
Parent8581921,"Bussigny, Vieux-Four",46.55366052,6.55740513
Parent8581922,"Bussigny, Riettaz",46.55352461,6.55936346
Parent8581924,"Bussigny, Sullens",46.55275242,6.56116009
Parent8582065,"Morrens VD, village",46.58973124,6.62724016
Parent8582772,"Forel (Lavaux), Grand Champ",46.53387041,6.75622027
Parent8582773,"Forel (Lavaux), Le Plane",46.52981635,6.75099207
Parent8582774,"Forel (Lavaux), La Chesaude",46.52062561,6.73816413
Parent8582775,"Forel (Lavaux), La Chercotte",46.52243051,6.74040094
Parent8582776,"Forel (Lavaux), La Tuilière",46.51694765,6.73362764
Parent8582777,"Grandvaux, Le Tronchet",46.51410401,6.72802215
Parent8582778,"Grandvaux, Crêt-Mouton",46.50881196,6.71771848
Parent8582779,"Grandvaux, Le Signal",46.50474985,6.71506845
Parent8582781,"Grandvaux, Le Bougnon",46.49485606,6.71587693
Parent8583748,"Villars-Ste-Croix, En Coulaye",46.56599556,6.55921973
Parent8583891,"Vufflens-Aclens, zone industr.",46.56477268,6.52474239
Parent8587357,"Lausanne, Bellevaux",46.53890049,6.63395058
Parent8587546,"Epalinges, Lion d'Or",46.55190608,6.68074382
Parent8587547,"Lausanne, Chalet à Matthey",46.55110916,6.69135292
Parent8587548,"Lausanne, Vers-chez-les-Blanc",46.55477863,6.6948833
Parent8587549,"Lausanne, Vulliette",46.558034,6.68144451
Parent8587550,"Montblesson, Perronnaz",46.54241632,6.67929753
Parent8587727,Les Ripes,46.59218819,6.60806113
Parent8587853,"Le Mont-sur-L., Petit-Mont",46.55354315,6.63414821
Parent8587929,"Lausanne, Chalet-à-Gobet",46.56477268,6.69145174
Parent8588155,"St-Sulpice VD, Chantres",46.51048124,6.55353339
Parent8588156,"St-Sulpice VD, Laviau",46.51127876,6.55061387
Parent8588157,"St-Sulpice VD, Bochet",46.51333743,6.55947126
Parent8588158,"St-Sulpice VD, centre",46.51007938,6.55810582
Parent8588431,"Lausanne, Béthusy",46.52176295,6.6470031
Parent8588432,"Lausanne, Chailly-Village",46.52317223,6.65522268
Parent8588434,"Pully, Rosiaz",46.52159606,6.66221158
Parent8588435,"Pully, Chenaulaz",46.52705991,6.67279373
Parent8588436,"Belmont-sur-L., Grands Champs",46.52241197,6.67729429
Parent8588438,"Lutry, Echerins",46.51846213,6.7008032
Parent8588439,"Pully, port",46.50626468,6.66140309
Parent8588440,"Pully, Somais",46.50670366,6.65753135
Parent8588441,"Pully, Châtaignier",46.50646253,6.65380334
Parent8588442,"Pully, Osches",46.50886761,6.65423454
Parent8588445,"Pully, gare",46.5103205,6.65883391
Parent8588446,"Pully, Clergère",46.51120457,6.66196903
Parent8588447,"Pully, Rochettaz",46.51412255,6.66338837
Parent8588448,"Pully, Boverattes",46.51632329,6.66584975
Parent8588449,"Pully, Vallon",46.51804179,6.66709841
Parent8588450,"Pully, Pré Pariset",46.51908028,6.66702655
Parent8588451,"Lutry, Sapelle",46.51192172,6.70420781
Parent8588452,"Lutry, Jordillon",46.50910255,6.70819633
Parent8588453,"Aran, Pra Forny",46.50532487,6.7113584
Parent8588454,"Grandvaux, Pra Grana",46.50281452,6.71465522
Parent8588838,"Renens VD, gare nord",46.53754724,6.57933301
Parent8588839,"Renens VD, 14 Avril",46.53932067,6.5797103
Parent8588840,"Crissier, Noutes",46.54350995,6.57945877
Parent8588841,"Crissier, scierie",46.54680925,6.57935996
Parent8588842,"Crissier, Bré",46.55047902,6.57927012
Parent8588843,"Crissier, centre",46.55369141,6.5769884
Parent8588845,"Crissier, Timonet",46.555767,6.57370057
Parent8588846,"Villars-Ste-Croix, Croix Péage",46.56115947,6.56550793
Parent8588847,"Villars-Ste-Croix, village",46.56802746,6.56167213
Parent8588848,"Villars-Ste-Croix, Le Sansy",46.56815097,6.56528336
Parent8588850,"Mex VD, Les Esserts",46.57648154,6.56629845
Parent8588851,"Mex VD, Trésy",46.57541945,6.56208535
Parent8588853,"Mex VD, village",46.57808081,6.5541173
Parent8588871,"Morges, St-Jean nord",46.51861667,6.507351
Parent8588872,"Denges, Les Oches",46.52615137,6.54167563
Parent8588873,"Ecublens VD, Pontet",46.52978545,6.56601997
Parent8588874,"Echandens, poste",46.53016244,6.54101088
Parent8588875,"Echandens, centre",46.5346058,6.54105579
Parent8588898,"Préverenges, Capellan",46.51955625,6.52582037
Parent8588983,"Renens VD, gare sud",46.53662033,6.57935097
Parent8589523,"Lausanne, Bessières",46.52071215,6.63707671
Parent8589525,"Epalinges, Planches",46.54451706,6.66669417
Parent8590442,"Lausanne, Riponne-M. Béjart",46.52307333,6.63202818
Parent8591818,"Lausanne, Flon",46.52056998,6.63057291
Parent8591930,"Bussigny, Croix de Plan",46.54808196,6.56347774
Parent8591931,"Bussigny, Buyère",46.54994154,6.56353164
Parent8591933,"Chavannes-R., Planta",46.53419794,6.57302683
Parent8591935,"Crissier, Arc-en-Ciel",46.54537587,6.56772677
Parent8591936,"Crissier, Closalet",46.55349373,6.56953239
Parent8591939,"Crissier, Zinguerie",46.54363353,6.5705385
Parent8591940,"Cugy VD, Cavenette",46.58011225,6.63567534
Parent8591944,"Ecublens VD, Argand",46.52033509,6.57186801
Parent8591945,"Ecublens VD, Champagne",46.51831996,6.57299988
Parent8591946,"Ecublens VD, Cocarde",46.52796226,6.56043245
Parent8591947,"Ecublens VD, Coquerellaz",46.52437132,6.5608367
Parent8591948,"Ecublens VD, Croset",46.53469231,6.56637032
Parent8591949,"Ecublens VD, En Enjalin",46.52421062,6.55707275
Parent8591950,"Ecublens VD, allée de Dorigny",46.52048344,6.58223457
Parent8591951,"Ecublens VD, Motty",46.52587324,6.56157331
Parent8591952,"Ecublens VD, Ormet",46.52360489,6.55886938
Parent8591953,"Ecublens VD, Parc",46.53697256,6.56806813
Parent8591954,"Ecublens VD, Perrettes",46.52620081,6.55845616
Parent8591955,"Ecublens VD, place de sport",46.53526084,6.56382809
Parent8591956,"Ecublens VD, Renges",46.5225294,6.55474612
Parent8591957,"Ecublens VD, Stand",46.53275805,6.56248061
Parent8591958,"Ecublens VD, Suchet-Forêt",46.53987061,6.57054748
Parent8591959,"Ecublens VD, Champs-Courbes",46.51634184,6.55009284
Parent8591960,"Ecublens VD, Veilloud",46.5312625,6.56449284
Parent8591961,"Ecublens VD, Villars",46.52952588,6.56112416
Parent8591962,"Epalinges, Ballègue",46.55488365,6.66985624
Parent8591963,"Epalinges, Biolleyre",46.55246207,6.66840995
Parent8591964,"Epalinges, Bois-Murat",46.54509166,6.65444115
Parent8591965,"Epalinges, Girarde",46.54934228,6.67349442
Parent8591966,"Epalinges, Croix-Blanche",46.54763713,6.67089828
Parent8591967,"Epalinges, En Praz Bin",46.55072613,6.67150016
Parent8591968,"Epalinges, Grand Chemin",46.55442034,6.68408555
Parent8591969,"Epalinges, Polny",46.55404352,6.66551738
Parent8591970,"Epalinges, Pré-d'Yverdon",46.54388685,6.67256915
Parent8591971,"Epalinges, Tuileries",46.54449235,6.65785475
Parent8591976,"La Conversion, gare",46.5127625,6.67822854
Parent8591977,"Lausanne, Abeilles",46.54106316,6.64788345
Parent8591978,"Lausanne, Allières/CHUV",46.52394484,6.64756904
Parent8591979,"Lausanne, Alpes",46.51504984,6.63671739
Parent8591980,"Lausanne, Aubépines",46.52736276,6.6192721
Parent8591981,"Lausanne, avenue du Léman",46.51569894,6.64536816
Parent8591982,"Lausanne, Barre",46.52574963,6.63602568
Parent8591983,"Lausanne, Batelière",46.51637275,6.61296593
Parent8591984,"Lausanne, Beaulieu",46.52812295,6.62360198
Parent8591985,"Lausanne, jardin botanique",46.51257703,6.62305401
Parent8591986,"Lausanne, Beau-Rivage",46.50830499,6.62750067
Parent8591987,"Lausanne, Beau-Site",46.5349086,6.62073636
Parent8591988,"Lausanne, Bel-Air",46.52228216,6.62907272
Parent8591989,"Lausanne, Bellerive",46.51156933,6.61734073
Parent8591990,"Lausanne, Belvédère",46.52090377,6.61713411
Parent8591991,"Lausanne, Benj. Constant",46.51934608,6.63746299
Parent8591992,"Lausanne, Bergières",46.53073719,6.61854447
Parent8591993,"Lausanne, Béthanie",46.53458726,6.61349594
Parent8591994,"Lausanne, Blécherette",46.54224332,6.62113162
Parent8591995,"Lausanne, Bois de Vaux",46.51942644,6.59979663
Parent8591996,"Lausanne, Bois-Gentil",46.53866568,6.62224553
Parent8591997,"Lausanne, Boissonnet",46.53907351,6.64628445
Parent8591998,"Lausanne, Boisy",46.5331103,6.61940685
Parent8591999,"Lausanne, Bonne-Espérance",46.51506221,6.65042568
Parent8592000,"Lausanne, Bossons",46.53933921,6.61725988
Parent8592001,"Lausanne, Boston",46.5238954,6.62285638
Parent8592002,"Lausanne, Boveresses",46.5354833,6.6636938
Parent8592003,"Lausanne, casernes",46.53168892,6.62824627
Parent8592004,"Lausanne, Cécil",46.52081723,6.62285638
Parent8592005,"Lausanne, Cèdres",46.51480875,6.61915532
Parent8592006,"Lausanne, Chalet-Fontaine",46.56775572,6.69970726
Parent8592008,"Lausanne, Champ-Rond",46.53191758,6.650255
Parent8592009,"Lausanne, Chandolin",46.51749781,6.6445507
Parent8592010,"Lausanne, Chauderon",46.52359253,6.62482369
Parent8592011,"Lausanne, Chauderon-Ale",46.52380268,6.62729406
Parent8592012,"Lausanne, chemin du Cap",46.51462947,6.64932075
Parent8592015,"Lausanne, Chevreuils",46.55849728,6.69672485
Parent8592016,"Lausanne, Chocolatière",46.53633607,6.64085862
Parent8592017,"Lausanne, CHUV",46.52640477,6.64148744
Parent8592018,"Lausanne, Cigale",46.54329988,6.64718276
Parent8592019,"Lausanne, Clochatte",46.54278087,6.63847809
Parent8592020,"Lausanne, Closelet",46.51546403,6.63307023
Parent8592021,"Lausanne, Cottages",46.52131173,6.61003742
Parent8592022,"Lausanne, Couchirard",46.52513774,6.61314559
Parent8592023,"Lausanne, Coudrette",46.52240578,6.65842068
Parent8592024,"Lausanne, Cour",46.51256467,6.62580286
Parent8592025,"Lausanne, Craivavers",46.53140464,6.65922019
Parent8592026,"Lausanne, Croix d'Ouchy",46.512033,6.62958476
Parent8592027,"Lausanne, Dapples",46.51475311,6.62542556
Parent8592028,"Lausanne, Délices",46.51202063,6.62803966
Parent8592029,"Lausanne, Denantou",46.50792785,6.63897216
Parent8592030,"Lausanne, Désert",46.53987061,6.61234609
Parent8592031,"Lausanne, Devin",46.53021806,6.65195281
Parent8592032,"Lausanne, Dranse",46.53012536,6.61644241
Parent8592033,"Lausanne, Druey",46.52984107,6.62765339
Parent8592034,"Lausanne, Druey-Collège",46.52839489,6.63049206
Parent8592035,"Lausanne, Ecole Commerce",46.52644804,6.62206587
Parent8592036,"Lausanne, Ecole des Métiers",46.52422916,6.6171431
Parent8592037,"Lausanne, Cojonnex/EHL",46.56182037,6.68254045
Parent8592038,"Lausanne, Eglantine",46.51632948,6.6418827
Parent8592039,"Lausanne, Elysée",46.51083982,6.63235158
Parent8592040,"Lausanne, Epinettes",46.51592766,6.62562319
Parent8592041,"Lausanne, EPSIC",46.52343183,6.62077229
Parent8592042,"Lausanne, Fauconnières",46.52450112,6.64968906
Parent8592043,"Lausanne, Faverges",46.51378872,6.6460419
Parent8592044,"Lausanne, Figuiers",46.51684256,6.61066624
Parent8592045,"Lausanne, Floreyres",46.51713928,6.64867396
Parent8592046,"Lausanne, Fontenay",46.5166942,6.6188499
Parent8592047,"Lausanne, Forêt",46.5355451,6.63334871
Parent8592048,"Lausanne, Fourmi",46.53881398,6.6510545
Parent8592049,"Prilly, Galicien",46.52809205,6.60406363
Parent8592050,"Lausanne, gare",46.5176029,6.62965663
Parent8592051,"Lausanne, Georgette",46.51782544,6.63811876
Parent8592052,"Lausanne, Grancy",46.5149262,6.62887509
Parent8592053,"Lausanne, Grande-Borde",46.52993996,6.63178564
Parent8592054,"Lausanne, Grand Vennes",46.54011159,6.64623953
Parent8592055,"Lausanne, Grangette",46.54135974,6.63324989
Parent8592056,"Lausanne, Grattapaille",46.5366883,6.61888583
Parent8592057,"Lausanne, Grey",46.53354907,6.61912837
Parent8592058,"Lausanne, Haute Combe",46.54482599,6.68481319
Parent8592059,"Lausanne, Hermitage",46.53018098,6.6362323
Parent8592060,"Lausanne, Beaulieu-Jomini",46.52727623,6.62639574
Parent8592061,"Lausanne, Jordils",46.509931,6.62743779
Parent8592062,"Lausanne, Jurigoz",46.51273159,6.63653772
Parent8592063,"Lausanne, Lac Sauvabelin",46.53799215,6.63904402
Parent8592064,"Lausanne, Languedoc",46.51789961,6.61709818
Parent8592065,"Lausanne, Les Chavannes",46.53025515,6.65707321
Parent8592066,"Lausanne, Libellules",46.54071714,6.64415544
Parent8592067,"Lausanne, Lisière",46.53243052,6.63751689
Parent8592068,"Lausanne, Maladière",46.51742981,6.6054111
Parent8592070,"Lausanne, Mauvernay",46.56454416,6.68891849
Parent8592071,"Lausanne, Mémise",46.5274431,6.63323192
Parent8592072,"Lausanne, Mirabeau",46.51691674,6.63479499
Parent8592073,"Lausanne, Molliettes",46.55291304,6.69320345
Parent8592074,"Lausanne, Mon Repos",46.51881448,6.64109218
Parent8592075,"Lausanne, Mont d'Or",46.51694765,6.61514884
Parent8592076,"Lausanne, Mont-Blanc",46.53013154,6.6269527
Parent8592077,"Lausanne, Montchoisi",46.5111242,6.63702281
Parent8592078,"Lausanne, Montétan",46.52923541,6.61416069
Parent8592079,"Lausanne, Mont-Fleuri",46.51448729,6.63178564
Parent8592080,"Lausanne, Montoie",46.51829523,6.60857317
Parent8592081,"Lausanne, Montolieu",46.54317013,6.64391289
Parent8592082,"Lausanne, Motte",46.533203,6.63341159
Parent8592083,"Lausanne, Mousquines",46.51683638,6.64713784
Parent8592084,"Lausanne, Musée Olympique",46.50960951,6.63518127
Parent8592085,"Lausanne, Oiseaux",46.53104002,6.62953087
Parent8592086,"Lausanne, Ouchy-Olympique",46.50747033,6.62663829
Parent8592087,"Lausanne, Parc Rivier",46.53607654,6.61545426
Parent8592088,"Lausanne, Parc Vélodrome",46.53602092,6.6237547
Parent8592089,"Lausanne, Pavement",46.54112495,6.63413922
Parent8592090,"Lausanne, Pêcheurs",46.50979499,6.62007161
Parent8592091,"Lausanne, Petit Château",46.52765324,6.63554059
Parent8592092,"Lausanne, Piécettes",46.54174283,6.63626823
Parent8592094,"Lausanne, Pierrefleur",46.53467995,6.61667597
Parent8592096,"Lausanne, Pont Chauderon",46.52323404,6.6243925
Parent8592097,"Lausanne, Pont Marc Dufour",46.51903701,6.61809531
Parent8592098,"Lausanne, Port-Franc",46.52216472,6.62710541
Parent8592099,"Lausanne, Praz-Berthoud",46.53655853,6.6487638
Parent8592100,"Lausanne, Praz-Collet",46.56015885,6.69630264
Parent8592101,"Lausanne, Praz-Séchaud",46.53757813,6.66701756
Parent8592102,"Lausanne, Prélaz",46.52633061,6.61248982
Parent8592103,"Lausanne, Prélaz-les-Roses",46.52704755,6.60683044
Parent8592104,"Lausanne, Presbytère",46.52905618,6.62143704
Parent8592105,"Lausanne, Provence nord",46.52413645,6.60613874
Parent8592106,"Lausanne, Provence sud",46.52173823,6.60825876
Parent8592107,"Lausanne, Rapille",46.53654618,6.61220236
Parent8592109,"Lausanne, Recordon",46.52555185,6.61801446
Parent8592110,"Lausanne, Riant-Cour",46.51558148,6.61602919
Parent8592111,"Lausanne, Rouvraie",46.53260973,6.63164191
Parent8592112,"Lausanne, Rozavère",46.52889549,6.65552811
Parent8592114,"Lausanne, Sablons",46.52238106,6.59574523
Parent8592115,"Lausanne, Signal",46.53258501,6.64045438
Parent8592116,"Lausanne, Stade Olympique",46.53383334,6.62606337
Parent8592117,"Lausanne, Ste-Catherine",46.57097326,6.70864549
Parent8592118,"Lausanne, St-Etienne",46.53467377,6.64905126
Parent8592119,"Lausanne, St-Paul",46.52721442,6.61787972
Parent8592120,"Lausanne, St-Roch",46.52557657,6.62613523
Parent8592121,"Lausanne, Théâtre de Vidy",46.51419055,6.61160948
Parent8592122,"Lausanne, Tivoli",46.5211572,6.62159874
Parent8592123,"Lausanne, Trabandan",46.51453674,6.64440697
Parent8592124,"Lausanne, Valency",46.53133666,6.61132201
Parent8592125,"Lausanne, Valentin",46.52455056,6.63128258
Parent8592126,"Lausanne, Vallonnette",46.52845669,6.64851227
Parent8592127,"Lausanne, Valmont",46.53523612,6.65541133
Parent8592128,"Lausanne, Vennes",46.54129796,6.6576122
Parent8592129,"Lausanne, Verdeil",46.5182396,6.64968906
Parent8592130,"Lausanne, Vert-Bois/EHL",46.56049857,6.6849659
Parent8592131,"Lausanne, Victor-Ruffy",46.53165184,6.64848532
Parent8592132,"Lausanne, Vieux-Moulin",46.53324008,6.6300968
Parent8592133,"Lausanne, Vigie",46.52153425,6.62392538
Parent8592134,"Lausanne, Villard",46.51955625,6.62371877
Parent8592135,"Lausanne, Vinet",46.52640477,6.62867747
Parent8592136,"Lausanne, Virgile-Rossel",46.52615755,6.6484943
Parent8592137,"Lausanne, Cascades",46.54015485,6.64120896
Parent8592138,"Lausanne, Vulliemin",46.5277274,6.63407634
Parent8592139,"Le Mont-sur-L., Budron",46.57549355,6.63353735
Parent8592140,"Le Mont-sur-L., Côtes",46.54996625,6.63162394
Parent8592141,"Le Mont-sur-L., Etavez",46.56617467,6.63398651
Parent8592142,"Le Mont-sur-L., Fougères",46.57098561,6.63400448
Parent8592143,"Le Mont-sur-L., Martines",46.54633352,6.6318575
Parent8592144,"Montpreveyres, Riau-Graubon",46.57509217,6.72420431
Parent8592145,"Lutry, avenue William",46.50942404,6.68178587
Parent8592146,"Lutry, Brélaz",46.51318288,6.69754232
Parent8592147,"Lutry, Brûlées",46.5144502,6.69052647
Parent8592149,"Lutry, Corsy-Dessous",46.51357853,6.68013297
Parent8592150,"Lutry, Grand-Pont",46.50411299,6.68097738
Parent8592151,"Lutry, Colline",46.51062962,6.67932448
Parent8592152,"Lutry, Corsy-Dessus",46.51487057,6.68630439
Parent8592153,"Lutry, Gravesse",46.51131586,6.69569179
Parent8592154,"Lutry, Les Champs",46.50475603,6.68697813
Parent8592155,"Lutry, Corniche",46.5006998,6.6940838
Parent8592156,"Lutry, port",46.501819,6.68406759
Parent8592157,"Lutry, Marionnettes",46.5126574,6.68514556
Parent8592158,"Lutry, Orzens",46.50698807,6.68346571
Parent8592159,"Lutry, Ponfilet",46.51312106,6.68957426
Parent8592160,"Lutry, Rive",46.5013738,6.68986172
Parent8592161,"Lutry, Savoie",46.5161193,6.70110863
Parent8592162,"Lutry, Savuit-place",46.50727248,6.69373346
Parent8592164,"Lutry, Voisinand",46.50368017,6.68632236
Parent8592167,"Paudex, Marronnier",46.50573913,6.67541681
Parent8592168,"Paudex, Verrière",46.50580714,6.67104201
Parent8592169,"Paudex, village",46.50666656,6.67291949
Parent8592170,"Pully, Bourdonnière",46.50653054,6.64658987
Parent8592171,"Pully, Bruyère",46.52393866,6.66302006
Parent8592172,"Pully, C. F. Ramuz",46.50953532,6.64818887
Parent8592173,"Prilly, centre",46.53456872,6.60523144
Parent8592175,"Prilly, Chasseur",46.53914148,6.60660586
