stop_id,stop_name,stop_lat,stop_lon
Parent8014481,Erzingen (Baden),47.65953898,8.430123
Parent8014490,Thayngen,47.74549966,8.70429781
Parent8014491,Bietingen,47.74401972,8.73891888
Parent8014492,Gottmadingen,47.73739872,8.77542642
Parent8014502,Hausach,48.28492632,8.18166696
Parent8014511,Hornberg (Schwarzw),48.21189328,8.2329428
Parent8014513,Triberg,48.14000282,8.23680555
Parent8014518,St Georgen(Schwarzw),48.12381493,8.34195336
Parent8014521,Villingen (Schwarzw),48.05802163,8.4652651
Parent8014526,Brigachtal-Klengen,48.00736383,8.46577714
Parent8014529,Donaueschingen,47.94789625,8.49879022
Parent8014533,Geisingen,47.92134256,8.65394724
Parent8014534,Immendingen,47.93600535,8.72954047
Parent8014545,Weizen,47.7688349,8.47651201
Parent8014546,Stühlingen,47.74312569,8.44613098
Parent8014547,Eberfingen,47.72059478,8.42988944
Parent8014554,Engen,47.85634531,8.77278537
Parent8014555,Welschingen-Neuhausen,47.83403228,8.76921906
Parent8014556,Mühlhausen (b Engen),47.81362806,8.80425335
Parent8014558,Singen (Hohentwiel),47.75887764,8.84127293
Parent8014570,Böhringen-Rickelshausen,47.74894867,8.92576846
Parent8014571,Radolfzell,47.73587022,8.96898641
Parent8014580,Markelfingen,47.7390178,9.00340985
Parent8014581,Allensbach,47.71446642,9.06885212
Parent8014582,Hegne,47.70603423,9.0995745
Parent8014583,Reichenau (Baden),47.68934715,9.12595802
Parent8014584,Konstanz-Petershausen,47.67395524,9.17388314
Parent8014586,Konstanz,47.65875241,9.17731471
Parent8014597,Ludwigshafen (Bodensee),47.81561274,9.05305075
Parent8014599,Sipplingen,47.79558749,9.0955231
Parent8014601,Überlingen Therme,47.76926962,9.14564011
Parent8014607,Uhldingen-Mühlhofen,47.73699999,9.24841636
Parent8014616,Salem,47.75779666,9.29726675
Parent8014624,Bermatingen-Ahausen,47.73048686,9.34515594
Parent8014625,Markdorf (Baden),47.71665434,9.38876914
Parent8021703,Schopfheim-Schlattholz,47.65380282,7.83379437
Parent8023179,Leipzig Hbf,51.34547346,12.38206347
Parent8029012,Tuttlingen Zentrum,47.9856149,8.80943663
Parent8029034,Stuttgart Hbf,48.78408363,9.1816356
Parent8029103,Ulm Hbf,48.39940089,9.98260944
Parent8029112,Erbach (Württ),48.32589848,9.89495184
Parent8029115,Laupheim West,48.23111128,9.84824843
Parent8029126,Biberach (Riss),48.10184519,9.7931278
Parent8029148,Bad Schussenried,47.99403183,9.66849554
Parent8029149,Aulendorf,47.95305254,9.6440434
Parent8029153,Ravensburg,47.78448249,9.60609856
Parent8029156,Meckenbeuren,47.69975906,9.55838903
Parent8029159,Löwental,47.66143274,9.49938769
Parent8029162,Friedrichshafen Stadt,47.65322191,9.47390248
Parent8029163,Friedrichshafen-Hafen,47.65120682,9.48282275
Parent8029165,Friedrichshafen-Manzell,47.66431862,9.4291574
Parent8029166,Friedrichshafen-Fischbach,47.67247932,9.41738048
Parent8029167,Eriskirch,47.62840005,9.52666952
Parent8029168,Langenargen,47.59948992,9.54483346
Parent8029170,Kressbronn,47.59423787,9.59885814
Parent8029184,Herbertingen Ort,48.05357237,9.43339745
Parent8029186,Bad Saulgau,48.01359587,9.5010855
Parent8029189,Altshausen,47.93070893,9.55148099
Parent8029227,Ulm-Söflingen,48.40272882,9.95884901
Parent8029228,Blaustein,48.41459546,9.91932313
Parent8029230,Herrlingen,48.4177316,9.89772763
Parent8029232,Gerhausen,48.39972296,9.80622524
Parent8029233,Blaubeuren,48.40381422,9.79197796
Parent8029234,Schelklingen,48.37170148,9.73526731
Parent8029235,Schmiechen,48.36271964,9.72075952
Parent8029236,Allmendingen (D),48.32773211,9.72238547
Parent8029238,Ehingen (Donau),48.28567949,9.7243438
Parent8029240,Rottenacker,48.23484511,9.69436702
Parent8029241,Munderkingen,48.23787266,9.64566935
Parent8029243,Rechtenstein,48.2400086,9.55131031
Parent8029246,Riedlingen,48.14957526,9.48497871
Parent8029249,Herbertingen,48.06362319,9.41380519
Parent8029250,Mengen,48.05351233,9.33662194
Parent8029253,Sigmaringendorf,48.06889998,9.26072328
Parent8029254,Sigmaringen,48.08698345,9.22185318
Parent8029258,Hausen im Tal,48.0804062,9.02757453
Parent8029259,Beuron,48.04879244,8.97188797
Parent8029260,Fridingen (b Tuttlingen),48.03182492,8.93606316
Parent8029261,Mühlheim (b Tuttlingen),48.02921172,8.88564072
Parent8029262,Stetten(Donau),48.02281334,8.87235464
Parent8029263,Nendingen(b Tuttlingen),48.00942523,8.85391222
Parent8029299,Nürtingen,48.62806596,9.34280235
Parent8029309,Reutlingen Hbf (D),48.49607835,9.20911507
Parent8029318,Tübingen Hbf,48.51564168,9.05539536
Parent8029321,Kiebingen,48.47937182,8.97374748
Parent8029322,Rottenburg (Neckar),48.472428,8.93555112
Parent8029323,Bad Niedernau,48.46076549,8.89653728
Parent8029324,Bieringen(b Horb),48.4490288,8.86091908
Parent8029325,Eyach,48.44628786,8.78309803
Parent8029326,Mühlen(b Horb),48.44994043,8.72680061
Parent8029335,Dusslingen,48.4524071,9.05844065
Parent8029338,Mössingen,48.40403488,9.04639424
Parent8029339,Bad Sebastiansweiler-Belsen,48.39556575,9.03002693
Parent8029340,Bodelshausen,48.38336654,8.99059988
Parent8029341,Hechingen,48.35964576,8.9685103
Parent8029343,Bisingen,48.3127685,8.92103434
Parent8029344,Engstlatt,48.29711923,8.87522026
Parent8029345,Balingen (Württ),48.27847007,8.85030998
Parent8029350,Albstadt-Ebingen,48.21028896,9.02696368
Parent8029351,Strassberg-Winterlingen,48.1787491,9.08771674
Parent8029353,Storzingen,48.1348832,9.12708092
Parent8029383,Böblingen,48.6877605,9.0041285
Parent8029399,Horb,48.44147299,8.68898154
Parent8029411,Rottweil,48.16530567,8.63929572
Parent8029429,Tuttlingen,47.98057612,8.79854007
Parent8029433,Deisslingen Mitte,48.10837172,8.61158269
Parent8029434,Trossingen Bahnhof,48.08766153,8.58515426
Parent8029436,Schwenningen (Neckar),48.05976881,8.5358637
Parent8029441,Korntal,48.82641611,9.12117
Parent8029549,Aalen,48.84101563,10.09627328
Parent8029697,Unterkochen,48.81500672,10.1264926
Parent8029698,Oberkochen,48.78236118,10.10765493
Parent8029699,Königsbronn,48.73951758,10.11613503
Parent8029700,Itzelberg,48.73068376,10.13630221
Parent8029701,Heidenheim-Schnaitheim,48.70828121,10.15876009
Parent8029702,Heidenheim,48.68016909,10.15664006
Parent8029705,Herbrechtingen,48.62563158,10.17033039
Parent8029706,Giengen (Brenz),48.62002019,10.23699437
Parent8029707,Hermaringen,48.59458594,10.25832935
Parent8029708,Bergenweiler,48.5762953,10.27288206
Parent8029709,Sontheim-Brenz,48.55932389,10.28486559
Parent8029710,Niederstotzingen,48.53260394,10.23646436
Parent8029711,Rammingen (Württ),48.51238661,10.19085689
Parent8029712,Langenau (Württ),48.493334,10.12598955
Parent8029715,Thalfingen(b Ulm),48.43298029,10.04785408
Parent8030446,Neuenburg(Baden),47.81148041,7.56275468
Parent8035252,Heidenheim-Voithwerk,48.66947988,10.15607413
Parent8038379,Überlingen,47.76910056,9.16285183
Parent8042800,Böblingen Danziger Str.,48.67895911,8.99720249
Parent8042801,Böblingen Süd,48.67723305,9.01050654
Parent8042802,Böblingen Heusteigstr.,48.6756315,9.02576892
Parent8042803,Böblingen Zimmerschlag,48.67045873,9.03522818
Parent8042804,Holzgerlingen-Nord,48.64455726,9.00853923
Parent8042805,Holzgerlingen Bahnhof,48.63752329,9.00694921
Parent8042806,Holzgerlingen-Buch,48.62669441,9.02477179
Parent8042807,Weil im Schönbuch Troppel,48.62021615,9.04272013
Parent8042808,Weil im Schönbuch Röte,48.6209525,9.04989767
Parent8042809,Weil im Schönbuch Untere Halde,48.62044181,9.06279748
Parent8042810,Dettenhausen,48.60670474,9.09343901
Parent8049101,Münchingen,48.85523852,9.0962148
Parent8049102,Schwieberdingen,48.87058006,9.07139435
Parent8049103,Hemmingen,48.86778513,9.0316978
Parent8049104,Heimerdingen,48.85147334,8.98543456
Parent8051202,Frickenhausen,48.59537018,9.35801083
Parent8051203,Linsenhofen,48.57986719,9.37153047
Parent8051204,Neuffen,48.55855693,9.37408169
Parent8051228,Nürtingen-Rossdorf,48.60857577,9.34571289
Parent8051247,Nürtingen Vorstadt,48.62033492,9.34007147
Parent8060978,Weil am Rhein Gartenstadt,47.5887066,7.61628529
Parent8060979,Weil am Rhein Pfädlistrasse,47.58901559,7.62649015
Parent8062343,Tuttlingen Nord,47.99260706,8.82373781
Parent8063365,Singen (Htw)-Landesgartenschau,47.76094291,8.82711548
Parent8064617,Überlingen-Nussdorf,47.75486158,9.18814839
Parent8064618,Friedrichshafen Landratsamt,47.65714899,9.45198359
Parent8068634,Biberach (Riss) Süd,48.08701946,9.80323385
Parent8069220,Lörrach Dammstrasse,47.59771507,7.65522726
Parent8069221,Lörrach Museum/Burghof,47.60774553,7.6611741
Parent8069224,Baden-Baden Rebland,48.73384184,8.14656978
Parent8069228,Sinzheim Nord,48.77081744,8.16979123
Parent8069229,Sinzheim,48.75988099,8.15842755
Parent8071992,Donaueschingen Grüningen,47.98305348,8.4718228
Parent8071993,Brigachtal Kirchdorf,48.01434102,8.46780733
Parent8071996,Villingen-Sch. Hammerstatt,48.06017707,8.54692196
Parent8072023,Villingen-Sch. Marbach Ost,48.03372315,8.47599098
Parent8072025,Villingen-Sch. Eisstadion,48.05277375,8.52855141
Parent8072031,Immendingen Zimmern,47.93287571,8.71405352
Parent8080100,Wutöschingen,47.66208616,8.36365666
Parent8080251,Konstanz-Fürstenberg,47.67748157,9.16284285
Parent8080295,Donaueschingen Mitte/Siedl.,47.95254114,8.48895367
Parent8080296,Donaueschingen-Aufen,47.96335755,8.47562267
Parent8080297,Villingen-Sch. Marbach West,48.03128427,8.4691548
Parent8080306,Villingen-Sch. Zollhaus,48.04088897,8.50599471
Parent8083840,Schopfheim West,47.64554237,7.80171553
Parent8083846,Lörrach Schwarzwaldstrasse,47.62442238,7.67248389
Parent8084736,Friedrichshafen-Kluftern,47.68814983,9.40951124
Parent8085022,Lauchringen West,47.63277696,8.30810484
Parent8087021,Riehen Niederholz,47.56947285,7.63344311
Parent8088502,Korntal-Gymnasium,48.83105838,9.11234855
Parent8088503,Münchingen Rührberg,48.84979457,9.09585548
Parent8088504,Frickenhausen-Kelterstrasse,48.59205488,9.3644787
Parent8088575,Eggingen,47.69373105,8.39665178
Parent8099982,Konstanz-Wollmatingen,47.68245311,9.14732894
Parent8099985,Singen (Htw) Industriegebiet,47.75945133,8.87213006
Parent8101003,Wien Hbf,48.18509815,16.37711408
Parent8101230,Bludenz,47.15472623,9.8145616
Parent8101231,Nüziders,47.17075312,9.79440341
Parent8101232,Ludesch,47.18030344,9.77125382
Parent8101233,Nenzing,47.19156132,9.70825497
Parent8101234,Schlins-Beschling,47.19489427,9.69052223
Parent8101235,Frastanz,47.22006776,9.63918351
Parent8101236,Feldkirch,47.2409786,9.6041043
Parent8101237,Forst (FL) Hilti,47.18090791,9.52070471
Parent8101238,Altenstadt (Feldkirch),47.25609539,9.6155668
Parent8101239,Gisingen (Feldkirch),47.25569299,9.59786101
Parent8101240,Tisis (Feldkirch),47.2272484,9.57569059
Parent8101242,Nendeln,47.20020458,9.54162647
Parent8101243,Schaan-Vaduz,47.16829199,9.50779592
Parent8102335,Bregenz Riedenburg,47.49291029,9.72131648
Parent8102336,Bregenz,47.50300332,9.73962414
Parent8102338,Bregenz Hafen,47.50611641,9.74829289
Parent8102339,Lochau-Hörbranz,47.5296255,9.74219333
Parent8102351,Hard-Fussach,47.47985871,9.68813271
Parent8102352,Lustenau,47.45034411,9.66711213
Parent8105481,Lauterach Unterfeld,47.48077546,9.71474979
Parent8301003,Domodossola (I),46.11529118,8.29623809
Parent8301030,Gallarate,45.65975272,8.79854007
Parent8301031,Busto Arsizio,45.61589917,8.86579693
Parent8301039,Rho Fiera Milano,45.52112836,9.08857014
Parent8301113,Luino (I),45.9967037,8.73740073
Parent8301116,Porto Valtravaglia,45.95814212,8.67372814
Parent8301117,Calde,45.94568206,8.66346938
Parent8301118,Laveno-Mombello,45.90314063,8.62452741
Parent8301140,Sangiano,45.87436544,8.63081562
Parent8301141,Besozzo,45.84256535,8.66326277
Parent8301142,Travedona-Biandronno,45.79938123,8.70052489
Parent8301143,Ternate-Varano Borghi,45.78236258,8.69994098
Parent8301144,Mornago-Cimbro,45.72994608,8.73420273
Parent8301145,Besnate,45.69615609,8.76057726
Parent8301203,Arcisate,45.85810168,8.86259893
Parent8301204,Induno Olona,45.84671422,8.83784136
Parent8301205,Varese,45.81621312,8.8332869
Parent8301206,Cantello Gaggiolo,45.83782788,8.90741588
Parent8301307,Como S. Giovanni,45.80896877,9.07271488
Parent8301312,Cucciago,45.73831045,9.08344974
Parent8301313,Cantù-Cermenate,45.71342058,9.09837076
Parent8301315,Carimate,45.69446198,9.10754256
Parent8301316,Camnago-Lentate,45.66620035,9.13328828
Parent8301318,Seregno,45.64451904,9.20212618
Parent8301320,Desio,45.61783442,9.21791856
Parent8301321,Lissone-Muggiò,45.60603964,9.23533689
Parent8301322,Monza,45.57482211,9.27368597
Parent8301325,Sesto S. Giovanni,45.5410328,9.23935236
Parent8301326,Milano Greco Pirelli,45.51289519,9.21449598
Parent8301645,Milano Porta Garibaldi,45.4844349,9.18729499
Parent8301700,Milano Centrale,45.48713673,9.20482112
Parent8301701,Milano Lambrate,45.48507101,9.23722335
Parent8301807,Voghera,44.99790705,9.00873686
Parent8301820,Milano Rogoredo,45.43366813,9.239011
Parent8304700,Genova P. Principe,44.4175049,8.92207639
Parent8304718,S. Margherita Ligure-Portofino,44.33662295,9.21682261
Parent8304720,Rapallo,44.35123838,9.23155498
Parent8304725,Sestri Levante,44.27616956,9.39754568
Parent8305000,Piacenza,45.05209812,9.70635953
Parent8319371,Ferno-Lonate Pozzolo,45.60837115,8.75872673
Parent8320005,Malpensa Aeroporto T2,45.65027768,8.71972189
Parent8325432,Como Camerlata,45.78449254,9.07951512
Parent8325631,Busto Arsizio Nord,45.60543004,8.85221441
Parent8325635,Malpensa Aeroporto T1,45.62713276,8.71127772
Parent8500010,Basel SBB,47.54741261,7.58956041
Parent8500016,Basel St. Johann,47.57030319,7.57252835
Parent8500020,Muttenz,47.53359219,7.647897
Parent8500021,Pratteln,47.52266791,7.69081851
Parent8500022,Frenkendorf-Füllinsdorf,47.50146794,7.71911544
Parent8500023,Liestal,47.48446052,7.73136846
Parent8500024,Lausen,47.47034419,7.75976421
Parent8500025,Itingen,47.46727756,7.7872257
Parent8500026,Sissach,47.46275319,7.81202819
Parent8500027,Gelterkinden,47.46589296,7.84766436
Parent8500028,Tecknau,47.44575754,7.88762142
Parent8500031,Diepflingen,47.44956047,7.83772001
Parent8500032,Sommerau,47.43901971,7.8514822
Parent8500033,Rümlingen,47.42537738,7.85053897
Parent8500034,Buckten,47.40898975,7.8477991
Parent8500035,Läufelfingen,47.39213484,7.85623428
Parent8500037,Trimbach,47.36605139,7.90428517
Parent8500038,Basel St. Jakob,47.54261014,7.61952821
Parent8500090,Basel Bad Bf,47.56730907,7.60691586
Parent8500100,Tavannes,47.21984201,7.20164092
Parent8500101,Reconvilier,47.23523931,7.22741359
Parent8500102,Malleray-Bévilard,47.2387159,7.27594956
Parent8500103,Sorvilier,47.2393563,7.30579159
Parent8500104,Court,47.24060048,7.34211048
Parent8500105,Moutier,47.28067307,7.38104347
Parent8500109,Delémont,47.3620112,7.35006057
Parent8500113,Laufen,47.4193481,7.50263942
Parent8500114,Zwingen,47.43380019,7.53046025
Parent8500115,Grellingen,47.44129208,7.59198586
Parent8500116,Duggingen,47.4534421,7.60345735
Parent8500117,Aesch BL,47.46774515,7.60307107
Parent8500118,Dornach-Arlesheim,47.4886188,7.61111998
Parent8500119,Münchenstein,47.51339777,7.61759683
Parent8500120,Courtételle,47.34282822,7.3179458
Parent8500121,Courfaivre,47.3350849,7.29116702
Parent8500122,Bassecourt,47.33668601,7.24684415
Parent8500123,Glovelier,47.33521274,7.20931253
Parent8500124,St-Ursanne,47.36770024,7.16595984
Parent8500125,Courgenay,47.40522644,7.12420614
Parent8500126,Porrentruy,47.42091626,7.0800809
Parent8500127,Courtemaîche,47.45587177,7.05537723
Parent8500128,Boncourt,47.49263108,7.01655204
Parent8500135,Pontenet,47.23885008,7.25415643
Parent8500136,Basel Dreispitz,47.53743729,7.60959284
Parent8500141,Courchavon,47.43977313,7.05764996
Parent8500144,Buix,47.47933051,7.02996389
Parent8500159,Grenchen Nord,47.19169562,7.38962238
Parent8500162,Tramelan-Dessous,47.22248379,7.11274364
Parent8500164,Tramelan-Chalet,47.22353314,7.09230697
Parent8500165,Le Pied-d'Or,47.22210553,7.05622164
Parent8500167,Les Breuleux-Eglise,47.21300818,7.00242154
Parent8500169,Muriaux,47.24421697,6.98523677
Parent8500170,Tramelan,47.22282544,7.10429948
Parent8500171,Les Reussilles,47.22433844,7.08313517
Parent8500172,La Chaux-des-Breuleux,47.22049484,7.02541841
Parent8500173,Les Breuleux,47.21070157,7.00554768
Parent8500174,Le Noirmont,47.2232586,6.95647271
Parent8500175,Le Creux-des-Biches,47.20346375,6.94066236
Parent8500176,Le Boéchet,47.19424723,6.92211215
Parent8500177,Les Bois,47.1769024,6.90618502
Parent8500178,La Ferrière,47.14269677,6.89405777
Parent8500179,La Cibourg,47.12212615,6.88366426
Parent8500180,La Large-Journée,47.16128049,6.89655508
Parent8500181,La Chaux-d'Abel,47.15280805,6.89877392
Parent8500184,La Chaux-de-Fonds-Est,47.10340034,6.83695186
Parent8500186,Alle,47.42422871,7.12824856
Parent8500187,Vendlincourt,47.45215433,7.15703957
Parent8500188,Bonfol,47.47442465,7.15488361
Parent8500190,Les Emibois,47.2318967,6.98485049
Parent8500191,Saignelégier,47.25465647,6.99419297
Parent8500192,Le Bémont JU,47.26322849,7.01408167
Parent8500194,Pré-Petitjean,47.27705297,7.0584315
Parent8500195,La Combe,47.28432949,7.09951146
Parent8500196,Bollement,47.29692391,7.12386478
Parent8500199,Combe-Tabeillon,47.31355954,7.15786602
Parent8500200,Pieterlen,47.17144319,7.34019707
Parent8500201,Lengnau BE,47.1794303,7.36655364
Parent8500202,Grenchen Süd,47.1887776,7.39818332
Parent8500203,Bettlach,47.19494921,7.4283757
Parent8500204,Selzach,47.20062572,7.4566367
Parent8500205,Bellach,47.20887695,7.5078227
Parent8500206,Solothurn West,47.20671662,7.53195145
Parent8500207,Solothurn,47.20419002,7.54268632
Parent8500208,Luterbach-Attisholz,47.2171513,7.58352373
Parent8500209,Deitingen,47.21822516,7.61891735
Parent8500210,Wangen an der Aare,47.2319577,7.65623337
Parent8500211,Niederbipp,47.27040328,7.69481601
Parent8500212,Oensingen,47.28503637,7.70987178
Parent8500213,Oberbuchsiten,47.30524543,7.77172078
Parent8500214,Egerkingen,47.31486288,7.79896669
Parent8500215,Hägendorf,47.33026909,7.84381957
Parent8500216,Wangen bei Olten,47.34140383,7.86836154
Parent8500217,Olten Hammer,47.34855585,7.89772747
Parent8500218,Olten,47.3519337,7.90769877
Parent8500220,Dotzigen,47.11867249,7.33775365
Parent8500221,Büren an der Aare,47.13815676,7.37124285
Parent8500261,Langendorf,47.21785907,7.5135809
Parent8500262,Lommiswil,47.21856684,7.46951854
Parent8500263,Im Holz,47.23092071,7.47479165
Parent8500264,Oberdorf SO,47.23588585,7.4936922
Parent8500272,Solothurn Sternen,47.21230034,7.5453633
Parent8500273,St. Katharinen,47.21610792,7.54979199
Parent8500274,Feldbrunnen,47.22065957,7.55585562
Parent8500275,Bei den Weihern,47.22838917,7.56659049
Parent8500280,Solothurn Baseltor,47.20998759,7.5418958
Parent8500283,Riedholz,47.23103051,7.57268107
Parent8500285,Flumenthal,47.23916113,7.59668405
Parent8500286,Attiswil,47.24640017,7.6138778
Parent8500287,Wiedlisbach,47.25288214,7.64610037
Parent8500288,Oberbipp,47.25973522,7.66101241
Parent8500289,Buchli,47.26363084,7.67838582
Parent8500292,Klus,47.3042647,7.69379193
Parent8500293,Thalbrücke,47.30842505,7.68827628
Parent8500294,Balsthal,47.31319412,7.69467228
Parent8500300,Kaiseraugst,47.53849859,7.72413702
Parent8500301,Rheinfelden,47.55121426,7.79216644
Parent8500302,Möhlin,47.56185982,7.83386623
Parent8500303,Mumpf,47.54762483,7.90962116
Parent8500304,Eiken,47.53304634,7.9897958
Parent8500305,Frick,47.50734824,8.01308912
Parent8500309,Brugg AG,47.48086046,8.208841
Parent8500313,Rheinfelden Augarten,47.54587854,7.76802871
Parent8500320,Stein-Säckingen,47.54160957,7.94884161
Parent8500322,Laufenburg,47.55976846,8.06129271
Parent8500329,Koblenz,47.60033795,8.22704985
Parent8501000,Zimeysa,46.22123848,6.06598175
Parent8501001,La Plaine,46.17866635,5.99999151
Parent8501002,Russin,46.18839363,6.01803867
Parent8501003,Satigny,46.21422726,6.03766686
Parent8501006,Meyrin,46.22233235,6.07690527
Parent8501007,Vernier,46.2207164,6.09389241
Parent8501008,Genève,46.21021156,6.14245533
Parent8501011,Les Tuileries,46.24994531,6.14733319
Parent8501012,Creux-de-Genthod,46.26376521,6.16131097
Parent8501013,Pont-Céard,46.2868196,6.16277523
Parent8501014,Mies,46.29848902,6.16765308
Parent8501015,Tannay,46.3076428,6.18111882
Parent8501020,Chambésy,46.24094342,6.14730624
Parent8501021,Genthod-Bellevue,46.25674078,6.15396275
Parent8501022,Versoix,46.27972984,6.16573967
Parent8501023,Coppet,46.31739687,6.18782924
Parent8501026,Genève-Aéroport,46.23253659,6.11198448
Parent8501030,Nyon,46.38441838,6.23596996
Parent8501031,Gland,46.41998839,6.26913576
Parent8501033,Rolle,46.46274451,6.3364016
Parent8501035,Allaman,46.47575596,6.3996969
Parent8501036,St-Prex,46.48231929,6.45590449
Parent8501037,Morges,46.51109948,6.49396611
Parent8501042,Etoy,46.47517444,6.42713145
Parent8501045,Denges-Echandens,46.52912417,6.54050782
Parent8501047,Morges-St-Jean,46.51819633,6.50804271
Parent8501048,Lonay-Préverenges,46.52313514,6.51954114
Parent8501053,La Vuarpillière,46.39892299,6.21724907
Parent8501054,La Gottaz,46.50654909,6.48446193
Parent8501055,Les Pralies,46.45117823,6.12686956
Parent8501056,Sus-Châtel,46.43848901,6.20585843
Parent8501057,La Chèvrerie-Monterêt,46.4484797,6.18350834
Parent8501058,La Joy-Clinique,46.44635048,6.21676398
Parent8501059,Les Plantaz,46.39116001,6.22902598
Parent8501060,La Cure,46.46515153,6.07357252
Parent8501061,La Givrine,46.45460072,6.11143651
Parent8501062,St-Cergue,46.44860967,6.16035876
Parent8501063,Arzier,46.45864183,6.21165256
Parent8501064,Bassins,46.46057254,6.22230658
Parent8501065,Le Muids,46.45429747,6.21543447
Parent8501066,Genolier,46.43624797,6.21457209
Parent8501067,Givrins,46.42884941,6.20522062
Parent8501068,Trélex,46.41372103,6.20642437
