stop_id,stop_name,stop_lat,stop_lon
Parent8501069,L'Asse,46.40182221,6.21175138
Parent8501080,Le Marais,46.52746782,6.46258795
Parent8501081,Chigny,46.51602039,6.47225383
Parent8501082,Chardonney-Château,46.53469849,6.43255727
Parent8501083,Reverolle,46.5404329,6.43096725
Parent8501084,Le Manège,46.55912114,6.432171
Parent8501085,Ballens-Froideville,46.54965736,6.39022866
Parent8501087,Mauraz,46.58492196,6.4297186
Parent8501088,Tuilerie,46.59279932,6.41422266
Parent8501089,Villars-Bozon,46.61045749,6.40235591
Parent8501090,Prélionne,46.50946732,6.4802668
Parent8501091,Vufflens-le-Château,46.52481016,6.47317909
Parent8501092,Bussy-Chardonney,46.52678179,6.44650811
Parent8501093,Yens,46.51995803,6.42732009
Parent8501094,Apples,46.55088058,6.4235831
Parent8501095,Ballens,46.55225821,6.37446322
Parent8501096,Bière,46.53744219,6.33691364
Parent8501097,Pampigny-Sévery,46.5769817,6.432171
Parent8501098,Montricher,46.59633018,6.39304937
Parent8501099,L'Isle,46.61726987,6.41117737
Parent8501100,Le Pont,46.66866827,6.32472351
Parent8501103,Vallorbe,46.71240537,6.37056453
Parent8501104,Le Day,46.72003016,6.39902316
Parent8501105,Bretonnières,46.71505384,6.47473318
Parent8501106,Croy-Romainmôtier,46.69670894,6.47811982
Parent8501107,Arnex,46.69807671,6.51890334
Parent8501108,La Sarraz,46.65878586,6.51735824
Parent8501110,Ependes VD,46.74641299,6.60766587
Parent8501111,Essert-Pittet,46.72767235,6.58065353
Parent8501112,Chavornay,46.71008322,6.56816695
Parent8501113,Bavois,46.68768205,6.55933651
Parent8501114,Eclépens,46.65718896,6.55241948
Parent8501115,Cossonay-Penthalaz,46.606008,6.52369136
Parent8501116,Vufflens-la-Ville,46.57624689,6.53077008
Parent8501117,Bussigny,46.54758771,6.55182659
Parent8501118,Renens VD,46.53704053,6.57893775
Parent8501120,Lausanne,46.5167931,6.62909069
Parent8501121,Pully,46.51092637,6.65947171
Parent8501122,Lutry,46.50378528,6.69060732
Parent8501123,Villette VD,46.495425,6.70737887
Parent8501124,Cully,46.4885602,6.72715079
Parent8501125,Epesses,46.48932713,6.74516201
Parent8501126,Rivaz,46.47420935,6.78459805
Parent8501127,St-Saphorin,46.47259465,6.79703073
Parent8501151,Les Charbonnières,46.66429754,6.31704291
Parent8501152,Le Séchey,46.65847758,6.3060116
Parent8501153,Le Lieu,46.64689744,6.28340999
Parent8501154,Les Esserts-de-Rive,46.6319839,6.2603682
Parent8501155,Le Rocheray,46.62445772,6.25026215
Parent8501156,Le Solliat-La Golisse,46.6144068,6.23902423
Parent8501157,Le Sentier-L'Orient,46.605792,6.23142448
Parent8501159,Le Brassus,46.58554552,6.21394327
Parent8501160,Lausanne-Chauderon,46.52322786,6.62606337
Parent8501162,Union-Prilly,46.53471703,6.60984878
Parent8501163,Prilly-Chasseur,46.53964816,6.60743231
Parent8501164,Cery-Fleur-de-Lys,46.54457885,6.60500686
Parent8501165,Jouxtens-Mézery,46.54834144,6.60169207
Parent8501166,Romanel-sur-Lausanne,46.5624689,6.60317429
Parent8501168,Vernand-Camarès,46.57094238,6.60480025
Parent8501169,Cheseaux,46.58434778,6.60595907
Parent8501170,Bel-Air LEB,46.57867976,6.60552788
Parent8501171,Etagnières,46.60267527,6.61462781
Parent8501172,Assens,46.61314799,6.62052975
Parent8501173,Echallens,46.63950903,6.63254022
Parent8501174,Sur Roche,46.64045268,6.63891826
Parent8501175,Sugnens,46.65485212,6.66575992
Parent8501176,Fey,46.67432071,6.68508268
Parent8501177,Bercher,46.69288271,6.70365086
Parent8501178,Grésaley,46.6432527,6.64217016
Parent8501179,Pont-de-Drapel,46.31985994,6.98652136
Parent8501181,Lausanne-Flon,46.52079869,6.63033935
Parent8501191,Orbe,46.72440869,6.53014126
Parent8501194,Les Granges (Orbe),46.7209724,6.54146902
Parent8501198,Château-d'Oex La Palaz,46.47589825,7.14383433
Parent8501199,La Roulaz,46.33131762,7.00147831
Parent8501200,Vevey,46.4630044,6.84344668
Parent8501201,La Tour-de-Peilz,46.45545476,6.85953551
Parent8501202,Burier,46.44788551,6.87712452
Parent8501203,Clarens,46.44273558,6.89578253
Parent8501229,Monthey-En Place,46.25941154,6.94590853
Parent8501230,Glion-Alpes,46.43380253,6.92575033
Parent8501262,Hauteville,46.46625909,6.86089197
Parent8501263,Château-d'Hauteville,46.46846795,6.86529371
Parent8501264,St-Légier-Village,46.47101701,6.87656757
Parent8501265,La Chiésaz,46.46950739,6.88212814
Parent8501266,Château-de-Blonay,46.4683504,6.8917491
Parent8501280,St-Légier-Gare,46.47052825,6.87193226
Parent8501281,Blonay,46.46568984,6.89594423
Parent8501282,Prélaz-sur-Blonay,46.46882062,6.89792951
Parent8501283,Tusinge,46.47385053,6.89624966
Parent8501284,Les Chevalleyres,46.47558893,6.89811815
Parent8501285,Fayaux,46.46997761,6.90763131
Parent8501286,Ondallaz-L'Alliaz,46.47315763,6.91396443
Parent8501287,Lally,46.47920784,6.91402732
Parent8501288,Les Pléiades,46.48335846,6.90993998
Parent8501300,Montreux,46.43588271,6.91044304
Parent8501301,Territet,46.42638507,6.92270504
Parent8501302,Veytaux-Chillon,46.41762274,6.92786137
Parent8501303,Villeneuve VD,46.39837163,6.92699899
Parent8501304,Roche VD,46.35869591,6.92705289
Parent8501306,Chamby-Musée,46.45382093,6.91240136
Parent8501308,Glion-Collège,46.43478072,6.92873274
Parent8501357,Haut-de-Caux,46.43437211,6.9479477
Parent8501360,Montreux-Les Planches,46.43310293,6.91755769
Parent8501361,Toveyre,46.42790207,6.92847223
Parent8501362,Valmont,46.42855221,6.92929868
Parent8501363,Le Tremblex,46.43603748,6.93274821
Parent8501364,Les Echets,46.43218043,6.94489343
Parent8501365,Crêt-d'y-Bau,46.43515218,6.95536779
Parent8501366,Paccot,46.43775851,6.96268905
Parent8501367,Jaman,46.44134279,6.9767926
Parent8501368,La Perche,46.43640274,6.97510377
Parent8501369,Rochers-de-Naye,46.43167894,6.97902043
Parent8501370,Glion,46.431778,6.92471727
Parent8501371,Caux,46.43114028,6.93852437
Parent8501374,Fontanivent,46.45273168,6.90233125
Parent8501375,Chernex,46.4459172,6.91008371
Parent8501376,Chamby,46.4491791,6.91349731
Parent8501377,Les Avants,46.45380855,6.94332138
Parent8501378,Allières,46.46982293,7.00789228
Parent8501379,Les Sciernes,46.49146084,7.0342219
Parent8501380,Montreux-Collège,46.43609939,6.91270679
Parent8501381,Vuarennes,46.43912044,6.91097304
Parent8501382,Châtelard VD,46.44677757,6.90113649
Parent8501383,Planchamp,46.45117823,6.90100174
Parent8501384,Sonzier,46.43905235,6.92121384
Parent8501385,Sendy-Sollard,46.4466414,6.9290741
Parent8501386,Jor,46.4546688,6.96512349
Parent8501387,Les Cases,46.45591891,6.99771437
Parent8501388,Les Combes,46.47746956,7.17182584
Parent8501390,Belmont-sur-Montreux,46.44204229,6.90612214
Parent8501391,La Tine,46.46716863,7.04657374
Parent8501392,Rossinière,46.46481121,7.08324297
Parent8501393,La Chaudanne-Les Moulins,46.4660549,7.09673566
Parent8501394,Château-d'Oex,46.47466716,7.13141063
Parent8501395,Les Granges-Gérignoz,46.47416605,7.15494649
Parent8501396,Flendruz,46.48209042,7.18607312
Parent8501397,Rougemont,46.48862205,7.20896219
Parent8501398,Saanen,46.48857257,7.26027396
Parent8501399,Gstaad,46.47479707,7.28441169
Parent8501400,Aigle,46.3168571,6.96368618
Parent8501402,Bex,46.25146722,7.00066982
Parent8501403,St-Maurice,46.21637174,7.00204425
Parent8501404,Evionnaz,46.16925462,7.02551723
Parent8501405,Vernayaz,46.13854489,7.03836313
Parent8501420,Massongex,46.24120436,6.98565898
Parent8501421,Monthey,46.25565381,6.95522405
Parent8501422,Collombey,46.27119235,6.94875618
Parent8501423,Vionnaz,46.31503297,6.91620124
Parent8501424,Vouvry,46.33649047,6.89845053
Parent8501425,Les Evouettes,46.36286811,6.87946913
Parent8501426,Bouveret,46.38581883,6.8532473
Parent8501428,St-Gingolph (Suisse),46.39219472,6.80593304
Parent8501446,Villars-sur-Ollon Golf,46.30911967,7.0754905
Parent8501447,Roches Grises,46.29375948,7.06109949
Parent8501448,Champéry,46.17495286,6.87149209
Parent8501452,St-Triphon-Gare,46.27822113,6.97372037
Parent8501453,La Cour,46.19423912,6.8866826
Parent8501454,Fayot,46.21205782,6.89951054
Parent8501456,Chemex,46.24362115,6.93005326
Parent8501457,Monthey-Hôpital,46.25187719,6.9407522
Parent8501458,Villy,46.2869003,6.99439958
Parent8501460,Croix-du-Nant,46.23966974,6.92744815
Parent8501461,Ollon VD,46.29683186,6.99309703
Parent8501462,Collombey-Village,46.26931703,6.94596242
Parent8501463,Monthey-Ville,46.25410096,6.94749854
Parent8501464,Troistorrents,46.2282923,6.91580598
Parent8501465,Val-d'Illiez,46.20360927,6.89322233
Parent8501466,Champéry-Village,46.18147773,6.8748428
Parent8501468,Aigle-Château,46.3168695,6.97892161
Parent8501470,Verschiez,46.30817646,6.98366472
Parent8501471,Plambuit,46.32734771,7.02397212
Parent8501472,Exergillod,46.33711068,7.03847992
Parent8501473,Les Planches (Aigle),46.3553418,7.05526943
Parent8501474,Le Sépey,46.36123771,7.05279008
Parent8501475,Les Echenards,46.355348,7.08505756
Parent8501476,Les Aviolats,46.35296714,7.11315686
Parent8501477,Vers-l'Eglise,46.35363057,7.13414151
Parent8501479,Les Diablerets,46.35116282,7.15501836
Parent8501480,Rennaz (Leysin),46.32736012,7.00086745
Parent8501481,Leysin-Village,46.33926277,7.00605073
Parent8501482,Leysin-Feydey,46.34444107,7.0083594
Parent8501483,Leysin-Grand-Hôtel,46.34555108,7.00642803
Parent8501484,Aigle-Dépôt,46.31829029,6.97537327
Parent8501485,Fontanney,46.31832131,6.98229928
Parent8501487,Bex-Place-du-Marché,46.25090815,7.01443201
Parent8501488,Bévieux,46.25898919,7.03088017
Parent8501490,Fontannaz-Seulaz,46.2676031,7.05585333
Parent8501491,Les Posses,46.27116751,7.05088565
Parent8501492,Gryon,46.27358298,7.05970711
Parent8501493,Gryon Barboleuse,46.28274714,7.07048689
Parent8501494,Arveyes,46.29125179,7.06268951
Parent8501495,Villars-sur-Ollon,46.29626085,7.05623063
Parent8501497,Col-de-Soud,46.30493716,7.06954366
Parent8501498,Bouquetins,46.31639797,7.07233742
Parent8501499,Col-de-Bretaye,46.32193205,7.07361303
Parent8501500,Martigny,46.10583124,7.0791197
Parent8501501,Charrat-Fully,46.12681031,7.12647888
Parent8501502,Saxon,46.14938082,7.17343382
Parent8501503,Riddes,46.17250816,7.21785551
Parent8501504,Chamoson-St-Pierre-de-Clages,46.18883517,7.24109493
Parent8501505,Ardon,46.20859526,7.27094594
Parent8501506,Sion,46.22755278,7.35919644
Parent8501507,St-Léonard,46.25149206,7.41957221
Parent8501509,Sierre/Siders,46.2921208,7.53282282
Parent8501510,Châteauneuf-Conthey,46.21611068,7.30509989
Parent8501552,Les Montuires,46.06694064,6.94633073
Parent8501554,Aigle-Place-du-Marché,46.31724177,6.9703427
Parent8501561,Vernayaz MC,46.13041499,7.04460643
Parent8501562,Salvan,46.12161143,7.0210526
Parent8501563,Les Marécottes,46.1123145,7.01169215
Parent8501564,Le Trétien,46.10231838,6.99772335
Parent8501565,Finhaut,46.08240172,6.97612785
Parent8501566,Le Châtelard VS,46.06028998,6.95801782
Parent8501568,Le Châtelard-Frontière,46.053252,6.94987908
Parent8501572,Martigny-Bourg,46.09304311,7.0697323
Parent8501573,Martigny-Croix,46.08670712,7.05850336
Parent8501575,Bovernier,46.0786942,7.082156
Parent8501576,Sembrancher,46.0769307,7.14582859
Parent8501577,La Douay,46.05249765,7.14873913
Parent8501578,Orsières,46.02803508,7.14361874
Parent8501579,Le Châble VS,46.07934225,7.21486412
Parent8501580,Etiez,46.08295004,7.16057893
Parent8501600,Salgesch,46.30919414,7.57819672
Parent8501601,Leuk,46.3115769,7.64493256
Parent8501602,Turtmann,46.30933065,7.69960403
Parent8501603,Gampel-Steg,46.3065134,7.74758305
Parent8501604,Raron,46.30627138,7.80150892
Parent8501605,Visp,46.29402638,7.88146796
Parent8501609,Brig,46.31942565,7.98809799
Parent8501634,Muttbach-Belvédère,46.56720606,8.40433237
Parent8501635,Gletsch,46.56130771,8.36148273
Parent8501636,Eyholz,46.29678221,7.91630463
Parent8501661,Oberwald,46.53084844,8.34294151
Parent8501662,Obergesteln,46.51328798,8.32613403
Parent8501663,Ulrichen,46.50501572,8.30882349
Parent8501664,Geschinen,46.49165256,8.28210759
Parent8501665,Münster VS,46.48536252,8.26653081
Parent8501666,Reckingen VS,46.46822665,8.24388428
Parent8501667,Gluringen,46.46278164,8.233904
Parent8501668,Biel (Goms),46.45505869,8.21943214
Parent8501669,Blitzingen,46.44466686,8.20496926
Parent8501670,Niederwald,46.43533172,8.19020994
Parent8501671,Fürgangen-Bellwald Talstation,46.41189395,8.152319
Parent8501672,Fiesch,46.40628225,8.134191
Parent8501673,Lax,46.38700856,8.11714996
Parent8501674,Grengiols,46.37520927,8.09168272
Parent8501675,Bettmeralp Talstation,46.37115578,8.07651916
Parent8501676,Mörel,46.3562098,8.04714425
Parent8501677,Bitsch,46.33605632,8.01722137
Parent8501679,Findelbach,46.00967013,7.74885866
Parent8501683,Stalden-Saas,46.23197734,7.87075106
Parent8501684,Kalpetran,46.21407186,7.83696542
Parent8501685,St. Niklaus VS,46.17734146,7.80208384
Parent8501686,Herbriggen,46.13214565,7.79163643
Parent8501687,Randa,46.09993275,7.78145852
Parent8501688,Täsch,46.06745794,7.77450556
Parent8501689,Zermatt,46.02399956,7.74783458
Parent8501690,Zermatt GGB,46.02394342,7.74867001
Parent8501691,Riffelalp,46.00489699,7.75434737
Parent8501692,Riffelberg,45.99294673,7.75509297
Parent8501693,Rotenboden,45.98447078,7.76536969
Parent8501694,Gornergrat,45.983316,7.78219514
Parent8501725,Versmont,46.34142097,7.00694905
Parent8501726,Corbier,46.27217966,6.95144215
Parent8501727,La Clairière,46.28834049,7.06799856
Parent8501729,Fiesch Feriendorf,46.39732464,8.13076842
Parent8501950,Preglia,46.14542884,8.29304907
Parent8501951,Varzo,46.20630748,8.24514192
Parent8501952,Iselle di Trasquera,46.20700999,8.20701742
Parent8502000,Aarburg-Oftringen,47.32027079,7.90821979
Parent8502001,Zofingen,47.28805268,7.94311934
Parent8502002,Brittnau-Wikon,47.26266763,7.95704323
Parent8502003,Reiden,47.24146651,7.96877522
Parent8502004,Dagmersellen,47.2175601,7.979025
Parent8502005,Nebikon,47.19237932,7.97745295
Parent8502006,Wauwil,47.18385689,8.019018
Parent8502007,Sursee,47.17079587,8.09789008
Parent8502008,Nottwil,47.1388106,8.13860173
Parent8502009,Sempach-Neuenkirch,47.11605,8.19597713
Parent8502010,St. Erhard-Knutwil,47.18008363,8.0745788
Parent8502011,Oberkirch LU,47.15523936,8.11423043
Parent8502012,Emmenbrücke Kapf,47.0909128,8.27318732
Parent8502017,Waldibrücke,47.10790051,8.31971107
Parent8502019,Ermensee,47.2296885,8.24231223
Parent8502020,Rothenburg Station,47.08918193,8.24755839
Parent8502021,Emmenbrücke,47.0706036,8.28256574
Parent8502022,Eschenbach LU,47.13239412,8.32279229
Parent8502023,Ballwil,47.15376715,8.31689935
Parent8502024,Hochdorf,47.16697282,8.28870123
Parent8502025,Baldegg,47.18568847,8.28023012
Parent8502026,Gelfingen,47.21355736,8.26482401
Parent8502027,Hitzkirch,47.22267292,8.25200505
Parent8502028,Emmenbrücke Gersag,47.07831222,8.27681652
Parent8502029,Mosen,47.24429015,8.22415728
Parent8502030,Seon,47.34615166,8.15880484
Parent8502031,Hallwil,47.32863734,8.17594469
Parent8502032,Boniswil,47.3150395,8.18455954
Parent8502033,Birrwil,47.28785769,8.19901343
Parent8502034,Beinwil am See,47.26722138,8.20223838
Parent8502042,Hochdorf Schönau,47.16456648,8.29873541
Parent8502043,Seon Nord,47.35315698,8.16025113
Parent8502100,Safenwil,47.32175665,7.98351658
Parent8502101,Kölliken,47.33730087,8.02646503
Parent8502102,Oberentfelden,47.35648585,8.04838392
Parent8502103,Suhr,47.37163658,8.08229533
Parent8502104,Hunzenschwil,47.38828518,8.12569294
Parent8502105,Othmarsingen,47.40743339,8.21480581
Parent8502106,Mägenwil,47.41450959,8.23515265
Parent8502110,Dulliken,47.35427677,7.946497
Parent8502111,Däniken SO,47.35638849,7.97877347
Parent8502112,Schönenwerd SO,47.37142364,8.00016236
Parent8502113,Aarau,47.3913625,8.0512765
Parent8502114,Rupperswil,47.403293,8.12695956
Parent8502115,Wildegg,47.41527552,8.16301794
Parent8502116,Schinznach Bad,47.45178379,8.16695256
Parent8502119,Lenzburg,47.3911983,8.17039311
Parent8502120,Küngoldingen,47.30214481,7.94179882
Parent8502121,Walterswil-Striegel,47.31992368,7.96320567
Parent8502122,Kölliken Oberdorf,47.32468562,8.01908986
Parent8502123,Buchs AG,47.38973872,8.06958416
Parent8502128,Holderbank AG,47.42864092,8.16662018
Parent8502160,Gränichen,47.36166436,8.09878839
Parent8502161,Teufenthal AG,47.32941061,8.11448196
Parent8502162,Unterkulm,47.31013051,8.11512875
Parent8502163,Oberkulm,47.30148689,8.12190205
Parent8502164,Gontenschwil,47.28035617,8.14445874
Parent8502165,Zetzwil,47.28222098,8.15325325
Parent8502166,Leimbach AG,47.2727134,8.16786884
Parent8502167,Reinach AG Nord,47.25706482,8.18165798
Parent8502168,Reinach AG,47.25006505,8.18453259
Parent8502169,Menziken,47.24092371,8.18932061
Parent8502174,Bleien Liebegg,47.34352823,8.11354771
Parent8502176,Reinach AG Mitte,47.25450404,8.18339173
Parent8502177,Schöftland Nordweg,47.31110504,8.0512226
Parent8502178,Obermuhen,47.32940452,8.05448348
Parent8502179,Mittelmuhen,47.33453089,8.0543128
Parent8502180,Muhen Nord,47.34348562,8.05267787
Parent8502181,Oberentfelden Uerkenbrücke,47.36107412,8.04567101
Parent8502182,Unterentfelden Oberdorf,47.36473715,8.04202385
Parent8502184,Gränichen Oberdorf,47.35654062,8.10648696
Parent8502185,Bremgarten Isenlauf,47.34606645,8.34152217
Parent8502186,Dietikon Stoffelbach,47.39332678,8.39896045
Parent8502187,Rudolfstetten Hofacker,47.36467022,8.37695172
Parent8502188,Zufikon Hammergut,47.35595641,8.35459265
Parent8502189,Gränichen Töndler,47.36398874,8.09204205
Parent8502191,Binzenhof,47.38321269,8.0505848
Parent8502192,Distelberg,47.37599845,8.04936309
Parent8502194,Oberentfelden Engelplatz,47.35616941,8.04662323
Parent8502195,Muhen,47.33878016,8.05326178
Parent8502196,Unterentfelden Post,47.3686737,8.0444493
Parent8502197,Hirschthal,47.31988714,8.0528216
Parent8502199,Schöftland,47.30587893,8.05001886
Parent8502200,Ebikon,47.08426422,8.3423576
Parent8502201,Gisikon-Root,47.12132541,8.39479226
Parent8502202,Rotkreuz,47.14176192,8.43049131
Parent8502203,Cham,47.17824574,8.45750365
Parent8502204,Zug,47.17370877,8.51504973
Parent8502205,Walchwil,47.09868575,8.51693619
Parent8502206,Baar,47.19536428,8.52326932
Parent8502208,Horgen Oberdorf,47.25874755,8.58981651
Parent8502209,Oberrieden Dorf,47.27672995,8.57765332
Parent8502211,Hendschiken,47.38942855,8.20738573
Parent8502212,Dottikon-Dintikon,47.37364418,8.23471248
Parent8502213,Wohlen AG,47.34846456,8.26979169
Parent8502214,Boswil-Bünzen,47.30518451,8.31528238
Parent8502215,Muri AG,47.276669,8.33982435
Parent8502216,Benzenschwil,47.24685143,8.36561498
Parent8502217,Mühlau,47.22502172,8.38852202
Parent8502218,Sins,47.18831363,8.39782857
Parent8502219,Oberrüti,47.16592846,8.40478153
Parent8502220,Urdorf,47.39088206,8.43473136
Parent8502221,Birmensdorf ZH,47.3574291,8.43755207
Parent8502222,Bonstetten-Wettswil,47.32590344,8.46819361
Parent8502223,Hedingen,47.29878205,8.44596929
Parent8502224,Affoltern am Albis,47.27607172,8.44659811
Parent8502225,Mettmenstetten,47.24407061,8.45737789
Parent8502226,Knonau,47.220263,8.46672935
Parent8502227,Steinhausen,47.19458296,8.4784344
Parent8502229,Urdorf Weihermatt,47.38096823,8.4303386
Parent8502230,Zug Chollermüli,47.18023627,8.486645
Parent8502231,Zug Oberwil,47.14768239,8.50993832
Parent8502237,Lupfig,47.44518646,8.21499446
Parent8502247,Birr,47.43584795,8.21766246
Parent8502248,Bremgarten Obertor,47.35057042,8.34374999
Parent8502268,Zufikon Belvédère,47.35767251,8.35928186
Parent8502269,Erdmannlistein,47.34936534,8.31262336
Parent8502270,Bergfrieden,47.39746794,8.39896045
Parent8502271,Wohlen Oberdorf,47.34685163,8.28688663
Parent8502272,Bremgarten West,47.34568907,8.33711144
Parent8502273,Bremgarten,47.35151985,8.34648985
Parent8502274,Zufikon,47.3525849,8.35468249
Parent8502275,Widen Heinrüti,47.36192601,8.35487113
Parent8502276,Berikon-Widen,47.36192601,8.36636957
Parent8502277,Rudolfstetten,47.36976275,8.38153313
Parent8502278,Reppischhof,47.38400339,8.39617567
Parent8502300,Zug Postplatz,47.16827367,8.51693619
Parent8502306,Hünenberg Chämleten,47.1691592,8.44991289
Parent8502476,Vevey Vignerons,46.46908048,6.8528251
Parent8503000,Zürich HB,47.3781762,8.54021154
Parent8503001,Zürich Altstetten,47.39148412,8.48896266
Parent8503003,Zürich Stadelhofen,47.36661116,8.54848503
Parent8503004,Zürich Tiefenbrunnen,47.35012612,8.56139382
Parent8503006,Zürich Oerlikon,47.41153089,8.54413718
Parent8503007,Zürich Seebach,47.41875243,8.5446582
Parent8503008,Zürich Affoltern,47.42091019,8.50858186
Parent8503009,Zürich Wollishofen,47.34744203,8.53359994
Parent8503010,Zürich Enge,47.36409827,8.53082415
Parent8503011,Zürich Wiedikon,47.3714784,8.52348491
Parent8503015,Zürich Wipkingen,47.39304096,8.52937786
Parent8503016,Zürich Flughafen,47.45038663,8.56239993
Parent8503020,Zürich Hardbrücke,47.38519552,8.51712484
Parent8503051,Zürich Binz,47.36276572,8.51829265
Parent8503052,Zürich Friesenberg,47.36479799,8.50750388
Parent8503053,Zürich Schweighof,47.36494402,8.50353333
Parent8503054,Zürich Triemli,47.3649927,8.49537663
Parent8503055,Uitikon Waldegg,47.36592362,8.46592087
Parent8503056,Ringlikon,47.36029524,8.47742829
Parent8503057,Uetliberg,47.35207368,8.4875523
Parent8503086,Zürich Brunau,47.35164157,8.52623376
Parent8503087,Zürich Saalsporthalle,47.35779422,8.52196676
Parent8503089,Wildpark-Höfli,47.29654009,8.5356481
Parent8503090,Zürich Selnau,47.37223886,8.53172246
Parent8503091,Zürich Giesshübel,47.3626136,8.52201167
Parent8503093,Zürich Manegg,47.33800704,8.51974792
Parent8503094,Zürich Leimbach,47.33304539,8.51856214
Parent8503095,Sood-Oberleimbach,47.31961919,8.5215176
Parent8503096,Adliswil,47.31227444,8.52425746
Parent8503097,Langnau-Gattikon,47.28730928,8.54383175
Parent8503098,Sihlwald,47.26829422,8.55751309
Parent8503099,Sihlau,47.30329005,8.52516476
Parent8503100,Zollikon,47.3373374,8.56973917
Parent8503101,Küsnacht ZH,47.31915637,8.58063573
Parent8503102,Erlenbach ZH,47.30579365,8.59152331
Parent8503103,Herrliberg-Feldmeilen,47.28182487,8.61273253
Parent8503104,Meilen,47.26981202,8.64430832
Parent8503105,Uetikon,47.259028,8.67878566
Parent8503106,Männedorf,47.25342481,8.69235022
Parent8503107,Stäfa,47.24052729,8.72165326
Parent8503108,Uerikon,47.23586146,8.75262717
Parent8503109,Feldbach,47.23920382,8.78350227
Parent8503110,Rapperswil SG,47.2248875,8.81674892
Parent8503111,Winkel am Zürichsee,47.29721025,8.59898831
Parent8503112,Kempraten,47.23839874,8.81431448
Parent8503113,Blumenau,47.22367346,8.8424048
Parent8503115,Schmerikon,47.22516203,8.94338442
Parent8503116,Uznach,47.22428353,8.98069146
Parent8503117,Kaltbrunn,47.2179811,9.02242719
Parent8503118,Benken SG,47.20445855,9.00865601
Parent8503119,Schänis,47.15765834,9.04397777
Parent8503120,Jona,47.23097561,8.83461641
Parent8503121,Rüti ZH,47.2604851,8.8540829
Parent8503122,Bubikon,47.27084215,8.82271373
Parent8503123,Wetzikon ZH,47.31802974,8.79228779
Parent8503124,Aathal,47.33596156,8.7656258
Parent8503125,Uster,47.35036957,8.71870679
Parent8503126,Nänikon-Greifensee,47.3693612,8.68641235
Parent8503127,Schwerzenbach ZH,47.38438658,8.65867238
Parent8503128,Dübendorf,47.40008261,8.62342249
Parent8503129,Wallisellen,47.41272239,8.59192755
Parent8503130,Hinwil,47.30005529,8.83971884
Parent8503131,Ettenhausen-Emmetschloo,47.32481958,8.83431098
Parent8503132,Bäretswil,47.33731913,8.85217847
Parent8503133,Neuthal,47.3578855,8.86436861
Parent8503134,Bauma,47.36883797,8.87822962
Parent8503135,Steg,47.35385077,8.93237108
Parent8503136,Fischenthal,47.33330109,8.9232981
Parent8503137,Gibswil,47.31371789,8.9155097
Parent8503138,Wald ZH,47.27268902,8.91400053
Parent8503139,Tann-Dürnten,47.26837956,8.85272645
Parent8503141,Küsnacht Goldbach,47.32685941,8.57596449
Parent8503147,Stettbach,47.39721255,8.59614065
Parent8503200,Kilchberg ZH,47.32442988,8.5480179
Parent8503201,Rüschlikon,47.30713373,8.55515951
Parent8503202,Thalwil,47.29597958,8.56477148
Parent8503203,Oberrieden,47.27967361,8.57846181
Parent8503204,Horgen,47.26148493,8.5969132
Parent8503205,Au ZH,47.24682094,8.64372441
Parent8503206,Wädenswil,47.2293042,8.67521935
Parent8503207,Richterswil,47.20837654,8.70747785
Parent8503208,Bäch SZ,47.20097972,8.7271779
Parent8503209,Pfäffikon SZ,47.20299991,8.77813035
Parent8503210,Freienbach SBB,47.20730858,8.75622044
Parent8503211,Altendorf,47.19396644,8.82290238
Parent8503220,Lachen SZ,47.1900657,8.85271746
Parent8503221,Siebnen-Wangen,47.18267243,8.90071445
Parent8503222,Schübelbach-Buttikon,47.17638948,8.93878505
Parent8503223,Reichenburg,47.17269508,8.98232639
Parent8503224,Bilten,47.15219104,9.02991914
Parent8503225,Ziegelbrücke,47.13615855,9.06004863
Parent8503226,Nieder- und Oberurnen,47.12236454,9.06239323
Parent8503227,Näfels-Mollis,47.09871632,9.06995705
Parent8503228,Netstal,47.06452769,9.05943778
Parent8503230,Glarus,47.03992326,9.07156503
Parent8503231,Ennenda,47.03296219,9.07719747
Parent8503232,Mitlödi,47.01013182,9.08121294
Parent8503233,Schwanden GL,46.99685045,9.07746696
Parent8503234,Nidfurn-Haslen,46.98589451,9.05927608
Parent8503235,Leuggelbach,46.97574539,9.04694221
Parent8503236,Luchsingen-Hätzingen,46.96507325,9.03901907
Parent8503237,Diesbach-Betschwanden,46.94618185,9.02437653
Parent8503238,Rüti GL,46.93454692,9.01303979
Parent8503239,Linthal,46.925566,8.99779538
Parent8503240,Linthal Braunwaldbahn,46.92830829,9.00264628
Parent8503280,Steinerberg,47.05221465,8.58528002
Parent8503282,Rothenthurm,47.10579722,8.67467137
Parent8503283,Einsiedeln,47.12858054,8.74447945
Parent8503284,Biberbrugg,47.15638167,8.72271328
Parent8503285,Schindellegi-Feusisberg,47.1764078,8.70938228
Parent8503286,Samstagern,47.19154911,8.68599015
Parent8503287,Burghalden,47.20867557,8.69271853
Parent8503288,Wollerau,47.19543753,8.72501296
Parent8503289,Freienbach SOB,47.20420222,8.75940047
Parent8503290,Biberegg,47.09360992,8.66944318
Parent8503292,Altmatt,47.13165465,8.69615009
Parent8503293,Grüenfeld,47.19829415,8.6872927
Parent8503294,Riedmatt SZ,47.19670716,8.71210417
Parent8503295,Wilen bei Wollerau,47.19758611,8.73433748
